chr start end strand gene gene_start gene_end gene_strand breadth expression SI promoter
1958 scaffold_60 529439 529443 - No_gene NA NA NA 5 2714 0.537283845768362 scaffold_60_529439_529443_-
1959 scaffold_6071 1994 1998 - No_gene NA NA NA 5 2674 0.00409673180431169 scaffold_6071_1994_1998_-
1960 scaffold_61 134786 134787 + No_gene NA NA NA 2 318 1.08671963924576 scaffold_61_134786_134787_+
1961 scaffold_61 150382 150383 + No_gene NA NA NA 2 1245 0.358050781251907 scaffold_61_150382_150383_+
1962 scaffold_61 246350 246351 + No_gene NA NA NA 2 582 1.72913300940307 scaffold_61_246350_246351_+
1963 scaffold_61 249079 249080 + No_gene NA NA NA 2 2319 1.31114818154709 scaffold_61_249079_249080_+
1964 scaffold_61 365466 365467 + No_gene NA NA NA 2 566 1.59447276446209 scaffold_61_365466_365467_+
1965 scaffold_61 451917 451937 + No_gene NA NA NA 21 3437 -1.49100239541138 scaffold_61_451917_451937_+
1966 scaffold_61 493600 493601 + No_gene NA NA NA 2 489 -0.948843185735318 scaffold_61_493600_493601_+
1967 scaffold_61 493719 493726 + No_gene NA NA NA 8 13630 0.653666163045494 scaffold_61_493719_493726_+
1968 scaffold_61 608540 608541 + No_gene NA NA NA 2 349 0.395721918313127 scaffold_61_608540_608541_+
1969 scaffold_61 713620 713621 + No_gene NA NA NA 2 347 -0.345945757659577 scaffold_61_713620_713621_+
1970 scaffold_61 713654 713694 + No_gene NA NA NA 41 23934 -1.16821422345788 scaffold_61_713654_713694_+
1971 scaffold_61 713829 713830 + No_gene NA NA NA 2 2157 1.00763321684694 scaffold_61_713829_713830_+
1972 scaffold_61 715896 715905 + No_gene NA NA NA 10 3315 -1.103294816125 scaffold_61_715896_715905_+
1973 scaffold_61 716035 716041 + No_gene NA NA NA 7 2061 -0.922031685085783 scaffold_61_716035_716041_+
1974 scaffold_61 716824 716876 + No_gene NA NA NA 53 25246 -1.04277636439389 scaffold_61_716824_716876_+
1975 scaffold_61 716916 716917 + No_gene NA NA NA 2 2217 -0.976839933182855 scaffold_61_716916_716917_+
1976 scaffold_61 62041 62042 - No_gene NA NA NA 2 638 0.919330268245897 scaffold_61_62041_62042_-
1977 scaffold_61 110780 110781 - No_gene NA NA NA 2 947 0.840686497129749 scaffold_61_110780_110781_-
1978 scaffold_61 115261 115262 - No_gene NA NA NA 2 399 0.770045517676766 scaffold_61_115261_115262_-
1979 scaffold_61 115417 115418 - No_gene NA NA NA 2 1209 0.832926370911148 scaffold_61_115417_115418_-
1980 scaffold_61 125866 125868 - No_gene NA NA NA 3 657 0.18971489658451 scaffold_61_125866_125868_-
1981 scaffold_61 222130 222139 - No_gene NA NA NA 10 7407 -6.24268833204766e-06 scaffold_61_222130_222139_-
1982 scaffold_61 434267 434269 - No_gene NA NA NA 3 2946 0.559388707646075 scaffold_61_434267_434269_-
1983 scaffold_61 434409 434430 - No_gene NA NA NA 22 4570 -0.932671126513064 scaffold_61_434409_434430_-
1984 scaffold_61 569689 569690 - No_gene NA NA NA 2 1259 0.381502536986884 scaffold_61_569689_569690_-
1985 scaffold_61 577290 577330 - No_gene NA NA NA 41 4277 -1.2053146488979 scaffold_61_577290_577330_-
1986 scaffold_61 674606 674622 - No_gene NA NA NA 17 633 -0.461654222388743 scaffold_61_674606_674622_-
1987 scaffold_61 691800 691802 - No_gene NA NA NA 3 2958 -0.0163587044665081 scaffold_61_691800_691802_-
1988 scaffold_61 747381 747382 - No_gene NA NA NA 2 2055 1.30845108486976 scaffold_61_747381_747382_-
1989 scaffold_615 15778 15779 - No_gene NA NA NA 2 488 1.73137871159886 scaffold_615_15778_15779_-
1990 scaffold_62 49131 49135 + No_gene NA NA NA 5 2758 0.670863298634775 scaffold_62_49131_49135_+
1991 scaffold_62 139213 139214 + No_gene NA NA NA 2 458 0.235845833506272 scaffold_62_139213_139214_+
1992 scaffold_62 139396 139402 + No_gene NA NA NA 7 5838 -0.267695561647593 scaffold_62_139396_139402_+
1993 scaffold_62 231048 231050 + No_gene NA NA NA 3 635 0.662085425203792 scaffold_62_231048_231050_+
1994 scaffold_62 331949 331953 + No_gene NA NA NA 5 1724 0.255953982780313 scaffold_62_331949_331953_+
1995 scaffold_62 435444 435445 + No_gene NA NA NA 2 453 0.708902179177475 scaffold_62_435444_435445_+
1996 scaffold_62 476962 476964 + No_gene NA NA NA 3 2120 -0.155171206782372 scaffold_62_476962_476964_+
1997 scaffold_62 476984 476989 + No_gene NA NA NA 6 5920 -1.19069802732088 scaffold_62_476984_476989_+
1998 scaffold_62 485626 485631 + No_gene NA NA NA 6 4691 0.543369940138986 scaffold_62_485626_485631_+
1999 scaffold_62 490580 490581 + No_gene NA NA NA 2 588 0.864653142615458 scaffold_62_490580_490581_+
2000 scaffold_62 499615 499616 + No_gene NA NA NA 2 731 -0.646497921880928 scaffold_62_499615_499616_+
2001 scaffold_62 509023 509069 + No_gene NA NA NA 47 112993 -1.24756112814276 scaffold_62_509023_509069_+
2002 scaffold_62 509384 509389 + No_gene NA NA NA 6 1261 -2.19313602590147 scaffold_62_509384_509389_+
2003 scaffold_62 529454 529460 + No_gene NA NA NA 7 1382 -0.134326781928134 scaffold_62_529454_529460_+
2004 scaffold_62 559501 559510 + No_gene NA NA NA 10 11268 0.091264584294479 scaffold_62_559501_559510_+
2005 scaffold_62 561709 561710 + No_gene NA NA NA 2 451 0.975474023938546 scaffold_62_561709_561710_+
2006 scaffold_62 673033 673068 + No_gene NA NA NA 36 8211 -1.44590967099814 scaffold_62_673033_673068_+
2007 scaffold_62 709272 709273 + No_gene NA NA NA 2 706 1.22259492418664 scaffold_62_709272_709273_+
2008 scaffold_62 184766 184767 - No_gene NA NA NA 2 460 -0.470597173279809 scaffold_62_184766_184767_-
2009 scaffold_62 219970 219971 - No_gene NA NA NA 2 2525 0.877368212380562 scaffold_62_219970_219971_-
2010 scaffold_62 279455 279468 - No_gene NA NA NA 14 2480 -1.71909869892599 scaffold_62_279455_279468_-
2011 scaffold_62 318184 318189 - No_gene NA NA NA 6 1514 -0.0142948597398829 scaffold_62_318184_318189_-
2012 scaffold_62 365472 365473 - No_gene NA NA NA 2 722 0.694604617141005 scaffold_62_365472_365473_-
2013 scaffold_62 393832 393837 - No_gene NA NA NA 6 1419 -0.361838541185939 scaffold_62_393832_393837_-
2014 scaffold_62 528882 528886 - No_gene NA NA NA 5 1435 -1.79463811923491 scaffold_62_528882_528886_-
2015 scaffold_62 553237 553262 - No_gene NA NA NA 26 2534 -2.85031163596061 scaffold_62_553237_553262_-
2016 scaffold_62 600571 600575 - No_gene NA NA NA 5 2109 -0.988264489090296 scaffold_62_600571_600575_-
2017 scaffold_62 600756 600772 - No_gene NA NA NA 17 19430 -0.313400559506432 scaffold_62_600756_600772_-
2018 scaffold_62 600794 600801 - No_gene NA NA NA 8 2182 -0.927206827980317 scaffold_62_600794_600801_-
2019 scaffold_62 600851 600910 - No_gene NA NA NA 60 7908 -3.26411168142133 scaffold_62_600851_600910_-
2020 scaffold_62 666311 666312 - No_gene NA NA NA 2 808 1.1523945822421 scaffold_62_666311_666312_-
2021 scaffold_628 19312 19313 - No_gene NA NA NA 2 539 0.911830960372148 scaffold_628_19312_19313_-
2022 scaffold_63 99725 99740 + No_gene NA NA NA 16 1040 -2.16744263456411 scaffold_63_99725_99740_+
2023 scaffold_63 103863 103914 + No_gene NA NA NA 52 10679 -0.547051715362636 scaffold_63_103863_103914_+
2024 scaffold_63 393339 393340 + No_gene NA NA NA 2 798 -1.24340116191661 scaffold_63_393339_393340_+
2025 scaffold_63 432236 432237 + No_gene NA NA NA 2 1494 -0.690088008377276 scaffold_63_432236_432237_+
2026 scaffold_63 442333 442341 + No_gene NA NA NA 9 14066 0.965616473522927 scaffold_63_442333_442341_+
2027 scaffold_63 480053 480054 + No_gene NA NA NA 2 1263 1.23181050805698 scaffold_63_480053_480054_+
2028 scaffold_63 595275 595276 + No_gene NA NA NA 2 463 -0.303313580902527 scaffold_63_595275_595276_+
2029 scaffold_63 595322 595328 + No_gene NA NA NA 7 1518 -0.423300850799731 scaffold_63_595322_595328_+
2030 scaffold_63 45143 45144 - No_gene NA NA NA 2 1541 1.57797368091675 scaffold_63_45143_45144_-
2031 scaffold_63 65120 65123 - No_gene NA NA NA 4 1127 0.111380389360396 scaffold_63_65120_65123_-
2032 scaffold_63 194259 194264 - No_gene NA NA NA 6 4971 0.280831421498093 scaffold_63_194259_194264_-
2033 scaffold_63 229565 229570 - No_gene NA NA NA 6 694 -0.747689344597343 scaffold_63_229565_229570_-
2034 scaffold_63 370063 370071 - No_gene NA NA NA 9 5482 -0.0252390654513466 scaffold_63_370063_370071_-
2035 scaffold_63 431694 431737 - No_gene NA NA NA 44 7743 -2.17885442058051 scaffold_63_431694_431737_-
2036 scaffold_63 633490 633494 - No_gene NA NA NA 5 453 0.125560433387067 scaffold_63_633490_633494_-
2037 scaffold_63 680953 680954 - No_gene NA NA NA 2 613 -1.49586639207894 scaffold_63_680953_680954_-
2038 scaffold_63 682331 682380 - No_gene NA NA NA 50 19750 -1.28745889565123 scaffold_63_682331_682380_-
2039 scaffold_64 90562 90567 + No_gene NA NA NA 6 812 -1.1489325412005 scaffold_64_90562_90567_+
2040 scaffold_64 247866 247867 + No_gene NA NA NA 2 866 -0.492275939767936 scaffold_64_247866_247867_+
2041 scaffold_64 247920 247929 + No_gene NA NA NA 10 16889 -0.779970672753413 scaffold_64_247920_247929_+
2042 scaffold_64 598438 598443 + No_gene NA NA NA 6 4659 0.580644184624609 scaffold_64_598438_598443_+
2043 scaffold_64 51476 51477 - No_gene NA NA NA 2 347 0.369543087394106 scaffold_64_51476_51477_-
2044 scaffold_64 114448 114451 - No_gene NA NA NA 4 751 0.0554952394856174 scaffold_64_114448_114451_-
2045 scaffold_64 370007 370018 - No_gene NA NA NA 12 3629 -0.146844919099028 scaffold_64_370007_370018_-
2046 scaffold_648 4943 4944 + No_gene NA NA NA 2 519 -0.223542359571749 scaffold_648_4943_4944_+
2047 scaffold_648 6572 6573 + No_gene NA NA NA 2 986 0.408558374279846 scaffold_648_6572_6573_+
2048 scaffold_65 185690 185697 + No_gene NA NA NA 8 2075 -0.788146497208721 scaffold_65_185690_185697_+
2049 scaffold_65 213230 213256 + No_gene NA NA NA 27 1762 -1.54754537243474 scaffold_65_213230_213256_+
2050 scaffold_65 242986 242987 + No_gene NA NA NA 2 745 0.0294097716004371 scaffold_65_242986_242987_+
2051 scaffold_65 394501 394502 + No_gene NA NA NA 2 504 -0.623613955474685 scaffold_65_394501_394502_+
2052 scaffold_65 406640 406641 + No_gene NA NA NA 2 618 -0.289509696124596 scaffold_65_406640_406641_+
2053 scaffold_65 576324 576350 + No_gene NA NA NA 27 11806 -1.56511109419638 scaffold_65_576324_576350_+
2054 scaffold_65 601057 601061 + No_gene NA NA NA 5 754 -0.318693994280735 scaffold_65_601057_601061_+
2055 scaffold_65 640218 640219 + No_gene NA NA NA 2 495 -0.108796300156458 scaffold_65_640218_640219_+
2056 scaffold_65 156399 156419 - No_gene NA NA NA 21 3181 -2.45704075554718 scaffold_65_156399_156419_-
2057 scaffold_65 429898 429905 - No_gene NA NA NA 8 7501 -0.250441847799115 scaffold_65_429898_429905_-
2058 scaffold_65 555125 555126 - No_gene NA NA NA 2 918 -1.43308620958155 scaffold_65_555125_555126_-
2059 scaffold_65 555200 555211 - No_gene NA NA NA 12 2524 -0.398311584283228 scaffold_65_555200_555211_-
2060 scaffold_6561 267 274 - No_gene NA NA NA 8 1305 -1.06119274828575 scaffold_6561_267_274_-
2061 scaffold_66 198290 198291 + No_gene NA NA NA 2 462 1.57695029377735 scaffold_66_198290_198291_+
2062 scaffold_66 263198 263199 + No_gene NA NA NA 2 276 0.843881563864197 scaffold_66_263198_263199_+
2063 scaffold_66 699332 699333 + No_gene NA NA NA 2 1004 0.771593032988434 scaffold_66_699332_699333_+
2064 scaffold_66 788069 788103 + No_gene NA NA NA 35 6834 -2.32067494427996 scaffold_66_788069_788103_+
2065 scaffold_66 194922 194923 - No_gene NA NA NA 2 3494 1.00865646285359 scaffold_66_194922_194923_-
2066 scaffold_66 257422 257425 - No_gene NA NA NA 4 10219 0.710398296672293 scaffold_66_257422_257425_-
2067 scaffold_66 350994 350995 - No_gene NA NA NA 2 717 -0.651245593042673 scaffold_66_350994_350995_-
2068 scaffold_66 629964 629965 - No_gene NA NA NA 2 412 1.04146896224074 scaffold_66_629964_629965_-
2069 scaffold_66 667297 667300 - No_gene NA NA NA 4 4064 -0.305431845405608 scaffold_66_667297_667300_-
2070 scaffold_66 770085 770086 - No_gene NA NA NA 2 2352 0.979880030792584 scaffold_66_770085_770086_-
2071 scaffold_66 770264 770265 - No_gene NA NA NA 2 265 0.558294559937583 scaffold_66_770264_770265_-
2072 scaffold_67 98174 98178 + No_gene NA NA NA 5 14927 0.927036540961165 scaffold_67_98174_98178_+
2073 scaffold_67 98415 98434 + No_gene NA NA NA 20 1194 -0.464772272992039 scaffold_67_98415_98434_+
2074 scaffold_67 182761 182770 + No_gene NA NA NA 10 8385 0.342569388434365 scaffold_67_182761_182770_+
2075 scaffold_67 455311 455312 + No_gene NA NA NA 2 232 0.790607244584626 scaffold_67_455311_455312_+
2076 scaffold_67 469631 469633 + No_gene NA NA NA 3 69108 1.93179077357375 scaffold_67_469631_469633_+
2077 scaffold_67 679815 679821 + No_gene NA NA NA 7 5417 -0.539133780251465 scaffold_67_679815_679821_+
2078 scaffold_68 145290 145291 + No_gene NA NA NA 2 573 1.30023968523433 scaffold_68_145290_145291_+
2079 scaffold_68 138643 138707 - No_gene NA NA NA 65 4352 -3.12245636427108 scaffold_68_138643_138707_-
2080 scaffold_684 14957 14980 - No_gene NA NA NA 24 2615 -1.95254731461468 scaffold_684_14957_14980_-
2081 scaffold_69 339498 339504 + No_gene NA NA NA 7 747 -0.720637958527512 scaffold_69_339498_339504_+
2082 scaffold_69 586737 586747 + No_gene NA NA NA 11 5066 0.0607308844202605 scaffold_69_586737_586747_+
2083 scaffold_69 646950 646974 - No_gene NA NA NA 25 1582 -0.457119040237802 scaffold_69_646950_646974_-
2084 scaffold_6994 406 407 - No_gene NA NA NA 2 208 0.264650145156755 scaffold_6994_406_407_-
2085 scaffold_7 13104 13106 + No_gene NA NA NA 3 837 0.709641269074871 scaffold_7_13104_13106_+
2086 scaffold_7 130333 130349 + No_gene NA NA NA 17 1072 -2.21149443893488 scaffold_7_130333_130349_+
2087 scaffold_7 140318 140322 + No_gene NA NA NA 5 2755 0.23194872346353 scaffold_7_140318_140322_+
2088 scaffold_7 174890 174895 + No_gene NA NA NA 6 6632 0.231956966839815 scaffold_7_174890_174895_+
2089 scaffold_7 649737 649738 + No_gene NA NA NA 2 608 1.22400420969728 scaffold_7_649737_649738_+
2090 scaffold_7 777956 777999 + No_gene NA NA NA 44 8883 -2.27837065896093 scaffold_7_777956_777999_+
2091 scaffold_7 785518 785519 + No_gene NA NA NA 2 2515 0.612251255776028 scaffold_7_785518_785519_+
2092 scaffold_7 866999 867004 + No_gene NA NA NA 6 818 0.135668850130293 scaffold_7_866999_867004_+
2093 scaffold_7 918304 918305 + No_gene NA NA NA 2 995 0.52958357966952 scaffold_7_918304_918305_+
2094 scaffold_7 1034010 1034011 + No_gene NA NA NA 2 1624 1.41465963121399 scaffold_7_1034010_1034011_+
2095 scaffold_7 1060335 1060336 + No_gene NA NA NA 2 352 0.102545669054035 scaffold_7_1060335_1060336_+
2096 scaffold_7 1114938 1114944 + No_gene NA NA NA 7 4336 0.244649245694488 scaffold_7_1114938_1114944_+
2097 scaffold_7 1454798 1454802 + No_gene NA NA NA 5 2562 -0.121776067254371 scaffold_7_1454798_1454802_+
2098 scaffold_7 1564970 1564971 + No_gene NA NA NA 2 1187 0.588904532147448 scaffold_7_1564970_1564971_+
2099 scaffold_7 1584495 1584507 + No_gene NA NA NA 13 6092 -0.65705883114288 scaffold_7_1584495_1584507_+
2100 scaffold_7 1615551 1615558 + No_gene NA NA NA 8 1088 -0.815570870495365 scaffold_7_1615551_1615558_+
2101 scaffold_7 1615659 1615664 + No_gene NA NA NA 6 411 0.24540007878278 scaffold_7_1615659_1615664_+
2102 scaffold_7 1667791 1667792 + No_gene NA NA NA 2 799 0.16927846571247 scaffold_7_1667791_1667792_+
2103 scaffold_7 2075938 2075943 + No_gene NA NA NA 6 466 -0.297370741252922 scaffold_7_2075938_2075943_+
2104 scaffold_7 2137443 2137449 + No_gene NA NA NA 7 1674 0.196324742264805 scaffold_7_2137443_2137449_+
2105 scaffold_7 2244323 2244327 + No_gene NA NA NA 5 858 -0.664424124594083 scaffold_7_2244323_2244327_+
2106 scaffold_7 2244347 2244353 + No_gene NA NA NA 7 1796 -2.10468625003419 scaffold_7_2244347_2244353_+
2107 scaffold_7 2307466 2307470 + No_gene NA NA NA 5 6500 0.309581862889311 scaffold_7_2307466_2307470_+
2108 scaffold_7 163051 163065 - No_gene NA NA NA 15 661 -0.461316630307773 scaffold_7_163051_163065_-
2109 scaffold_7 265529 265544 - No_gene NA NA NA 16 1285 -1.26421796235198 scaffold_7_265529_265544_-
2110 scaffold_7 312990 312991 - No_gene NA NA NA 2 509 1.01780502952514 scaffold_7_312990_312991_-
2111 scaffold_7 313157 313159 - No_gene NA NA NA 3 2288 0.158858661821078 scaffold_7_313157_313159_-
2112 scaffold_7 314838 314839 - No_gene NA NA NA 2 329 1.0744091940429 scaffold_7_314838_314839_-
2113 scaffold_7 407485 407486 - No_gene NA NA NA 2 576 0.269008929349237 scaffold_7_407485_407486_-
2114 scaffold_7 489239 489240 - No_gene NA NA NA 2 510 -0.0422369512170304 scaffold_7_489239_489240_-
2115 scaffold_7 489856 489857 - No_gene NA NA NA 2 550 0.135577248385102 scaffold_7_489856_489857_-
2116 scaffold_7 489951 489952 - No_gene NA NA NA 2 816 0.0635890122698126 scaffold_7_489951_489952_-
2117 scaffold_7 554396 554414 - No_gene NA NA NA 19 1306 -0.349894909181756 scaffold_7_554396_554414_-
2118 scaffold_7 658881 658886 - No_gene NA NA NA 6 9979 0.456165843245339 scaffold_7_658881_658886_-
2119 scaffold_7 756942 756943 - No_gene NA NA NA 2 260 1.1751759181542 scaffold_7_756942_756943_-
2120 scaffold_7 819617 819618 - No_gene NA NA NA 2 264 0.0409705015144235 scaffold_7_819617_819618_-
2121 scaffold_7 847756 847788 - No_gene NA NA NA 33 2438 -2.06627577859117 scaffold_7_847756_847788_-
2122 scaffold_7 932221 932225 - No_gene NA NA NA 5 39409 0.606145753441348 scaffold_7_932221_932225_-
2123 scaffold_7 1012029 1012034 - No_gene NA NA NA 6 1451 -0.131143521789785 scaffold_7_1012029_1012034_-
2124 scaffold_7 1020932 1020933 - No_gene NA NA NA 2 525 0.912700246600365 scaffold_7_1020932_1020933_-
2125 scaffold_7 1362305 1362306 - No_gene NA NA NA 2 554 0.628036550717963 scaffold_7_1362305_1362306_-
2126 scaffold_7 1498265 1498270 - No_gene NA NA NA 6 1901 -0.0112519212553539 scaffold_7_1498265_1498270_-
2127 scaffold_7 1597488 1597489 - No_gene NA NA NA 2 665 -0.781850850097565 scaffold_7_1597488_1597489_-
2128 scaffold_7 1597693 1597697 - No_gene NA NA NA 5 534 -0.598695467415998 scaffold_7_1597693_1597697_-
2129 scaffold_7 1813715 1813716 - No_gene NA NA NA 2 1028 0.461994418811302 scaffold_7_1813715_1813716_-
2130 scaffold_7 2087820 2087823 - No_gene NA NA NA 4 2300 0.697572304295956 scaffold_7_2087820_2087823_-
2131 scaffold_7 2212051 2212052 - No_gene NA NA NA 2 330 0.50923927817768 scaffold_7_2212051_2212052_-
2132 scaffold_7 2224446 2224448 - No_gene NA NA NA 3 1668 0.420141099832944 scaffold_7_2224446_2224448_-
2133 scaffold_7 2264767 2264768 - No_gene NA NA NA 2 757 0.928210585571317 scaffold_7_2264767_2264768_-
2134 scaffold_7 2276787 2276791 - No_gene NA NA NA 5 2543 -0.0422510920190944 scaffold_7_2276787_2276791_-
2135 scaffold_7 2277055 2277089 - No_gene NA NA NA 35 2091 -2.1841853875159 scaffold_7_2277055_2277089_-
2136 scaffold_70 35105 35196 + No_gene NA NA NA 92 30573 -2.87145485351035 scaffold_70_35105_35196_+
2137 scaffold_70 61882 61902 + No_gene NA NA NA 21 13321 -1.37864177236078 scaffold_70_61882_61902_+
2138 scaffold_70 61937 61961 + No_gene NA NA NA 25 10191 -1.95114403805809 scaffold_70_61937_61961_+
2139 scaffold_70 62225 62248 + No_gene NA NA NA 24 2522 -0.4106911664485 scaffold_70_62225_62248_+
2140 scaffold_70 25520 25521 - No_gene NA NA NA 2 530 -1.49540316206282 scaffold_70_25520_25521_-
2141 scaffold_70 25592 25616 - No_gene NA NA NA 25 4390 -2.82796808207573 scaffold_70_25592_25616_-
2142 scaffold_70 25668 25674 - No_gene NA NA NA 7 8840 -0.365553787479615 scaffold_70_25668_25674_-
2143 scaffold_70 43864 43865 - No_gene NA NA NA 2 455 0.554362686210369 scaffold_70_43864_43865_-
2144 scaffold_71 478285 478306 + No_gene NA NA NA 22 2797 -1.81322293460417 scaffold_71_478285_478306_+
2145 scaffold_71 450381 450389 - No_gene NA NA NA 9 4351 0.172362962864583 scaffold_71_450381_450389_-
2146 scaffold_71 452164 452168 - No_gene NA NA NA 5 1319 -0.0736027662056671 scaffold_71_452164_452168_-
2147 scaffold_71 464942 464943 - No_gene NA NA NA 2 1036 0.0529118056195388 scaffold_71_464942_464943_-
2148 scaffold_71 469361 469362 - No_gene NA NA NA 2 3114 0.0343154009398081 scaffold_71_469361_469362_-
2149 scaffold_718 575 579 + No_gene NA NA NA 5 1979 0.194390431482076 scaffold_718_575_579_+
2150 scaffold_7194 166 170 - No_gene NA NA NA 5 867 -0.0514546537537064 scaffold_7194_166_170_-
2151 scaffold_72 489796 489797 + No_gene NA NA NA 2 2611 -0.492658269514964 scaffold_72_489796_489797_+
2152 scaffold_72 564135 564136 + No_gene NA NA NA 2 2354 0.669455360060151 scaffold_72_564135_564136_+
2153 scaffold_72 143068 143069 - No_gene NA NA NA 2 650 -0.33577259799553 scaffold_72_143068_143069_-
2154 scaffold_72 323350 323355 - No_gene NA NA NA 6 3217 0.0776894684253739 scaffold_72_323350_323355_-
2155 scaffold_72 325490 325494 - No_gene NA NA NA 5 1207 -1.13269079868212 scaffold_72_325490_325494_-
2156 scaffold_72 385588 385589 - No_gene NA NA NA 2 620 -0.763954873107294 scaffold_72_385588_385589_-
2157 scaffold_72 538739 538744 - No_gene NA NA NA 6 710 -0.877919695251586 scaffold_72_538739_538744_-
2158 scaffold_72 582594 582630 - No_gene NA NA NA 37 6698 -2.54471079087216 scaffold_72_582594_582630_-
2159 scaffold_72 587428 587430 - No_gene NA NA NA 3 761 -0.350828846387045 scaffold_72_587428_587430_-
2160 scaffold_73 186502 186503 + No_gene NA NA NA 2 486 0.337707282001123 scaffold_73_186502_186503_+
2161 scaffold_73 528330 528343 + No_gene NA NA NA 14 790 -0.275788065350641 scaffold_73_528330_528343_+
2162 scaffold_73 528484 528485 + No_gene NA NA NA 2 1376 -0.255149623719177 scaffold_73_528484_528485_+
2163 scaffold_73 528920 528930 + No_gene NA NA NA 11 4242 -0.80442928619476 scaffold_73_528920_528930_+
2164 scaffold_73 523859 523906 - No_gene NA NA NA 48 6245 -2.49249100728241 scaffold_73_523859_523906_-
2165 scaffold_7384 1512 1565 + No_gene NA NA NA 54 15406 -2.80309071879737 scaffold_7384_1512_1565_+
2166 scaffold_74 369900 369922 + No_gene NA NA NA 23 2829 -1.97440274247817 scaffold_74_369900_369922_+
2167 scaffold_74 434970 434971 + No_gene NA NA NA 2 717 0.261814016327407 scaffold_74_434970_434971_+
2168 scaffold_74 486824 486825 + No_gene NA NA NA 2 410 0.38485605060924 scaffold_74_486824_486825_+
2169 scaffold_74 606064 606065 + No_gene NA NA NA 2 1002 0.690008705734504 scaffold_74_606064_606065_+
2170 scaffold_74 119688 119697 - No_gene NA NA NA 10 7596 -0.308683091723938 scaffold_74_119688_119697_-
2171 scaffold_74 439901 439907 - No_gene NA NA NA 7 2715 -0.409048250227699 scaffold_74_439901_439907_-
2172 scaffold_74 442567 442568 - No_gene NA NA NA 2 462 1.29578289312605 scaffold_74_442567_442568_-
2173 scaffold_74 444944 444945 - No_gene NA NA NA 2 1264 0.153855548862078 scaffold_74_444944_444945_-
2174 scaffold_74 465692 465693 - No_gene NA NA NA 2 613 0.991173362799708 scaffold_74_465692_465693_-
2175 scaffold_75 107623 107628 - No_gene NA NA NA 6 4144 -0.139779105237992 scaffold_75_107623_107628_-
2176 scaffold_75 435516 435517 - No_gene NA NA NA 2 2997 0.480773452528455 scaffold_75_435516_435517_-
2177 scaffold_75 440814 440818 - No_gene NA NA NA 5 735 0.0143930930270402 scaffold_75_440814_440818_-
2178 scaffold_75 455066 455067 - No_gene NA NA NA 2 906 -0.0230248935127175 scaffold_75_455066_455067_-
2179 scaffold_75 513246 513255 - No_gene NA NA NA 10 13598 0.117765946966755 scaffold_75_513246_513255_-
2180 scaffold_76 25324 25332 + No_gene NA NA NA 9 704 -0.766415840168511 scaffold_76_25324_25332_+
2181 scaffold_76 25381 25384 + No_gene NA NA NA 4 1792 -1.38004238648148 scaffold_76_25381_25384_+
2182 scaffold_76 462493 462531 + No_gene NA NA NA 39 3053 -2.40123493174406 scaffold_76_462493_462531_+
2183 scaffold_76 468997 469017 + No_gene NA NA NA 21 1673 -1.28333893628516 scaffold_76_468997_469017_+
2184 scaffold_76 57374 57375 - No_gene NA NA NA 2 819 0.527776816701619 scaffold_76_57374_57375_-
2185 scaffold_76 130338 130341 - No_gene NA NA NA 4 1022 -0.319512555200447 scaffold_76_130338_130341_-
2186 scaffold_76 130393 130397 - No_gene NA NA NA 5 1504 -0.455068764827597 scaffold_76_130393_130397_-
2187 scaffold_76 177241 177242 - No_gene NA NA NA 2 532 1.13555589004981 scaffold_76_177241_177242_-
2188 scaffold_76 267339 267342 - No_gene NA NA NA 4 1492 -1.69678208854145 scaffold_76_267339_267342_-
2189 scaffold_76 512337 512338 - No_gene NA NA NA 2 1341 -2.19993189229617 scaffold_76_512337_512338_-
2190 scaffold_76 512374 512376 - No_gene NA NA NA 3 2551 -1.64016053655252 scaffold_76_512374_512376_-
2191 scaffold_76 512406 512410 - No_gene NA NA NA 5 1495 0.155951647224124 scaffold_76_512406_512410_-
2192 scaffold_766 10090 10095 + No_gene NA NA NA 6 2171 0.0364591419358427 scaffold_766_10090_10095_+
2193 scaffold_77 63977 63978 + No_gene NA NA NA 2 1454 -0.65093672836926 scaffold_77_63977_63978_+
2194 scaffold_77 84820 84821 + No_gene NA NA NA 2 712 0.0528743599328887 scaffold_77_84820_84821_+
2195 scaffold_77 242220 242221 + No_gene NA NA NA 2 800 -0.411826471902077 scaffold_77_242220_242221_+
2196 scaffold_77 247104 247114 + No_gene NA NA NA 11 15361 -0.210228875458732 scaffold_77_247104_247114_+
2197 scaffold_77 266965 267001 + No_gene NA NA NA 37 825 -1.90699356515348 scaffold_77_266965_267001_+
2198 scaffold_77 282309 282310 + No_gene NA NA NA 2 799 0.438691096947804 scaffold_77_282309_282310_+
2199 scaffold_77 372836 372864 + No_gene NA NA NA 29 2646 -2.15855428868765 scaffold_77_372836_372864_+
2200 scaffold_77 372906 372944 + No_gene NA NA NA 39 8655 -2.37433866543341 scaffold_77_372906_372944_+
2201 scaffold_77 127428 127436 - No_gene NA NA NA 9 755 0.0129520177298603 scaffold_77_127428_127436_-
2202 scaffold_77 135850 135868 - No_gene NA NA NA 19 4043 -1.24389183739044 scaffold_77_135850_135868_-
2203 scaffold_77 136312 136321 - No_gene NA NA NA 10 69095 -0.0661964154759844 scaffold_77_136312_136321_-
