Promoter_ID,mat_females_1,mat_females_2,mat_females_3,mat_males_1,mat_males_2,pE_females_1,pE_females_2,pE_females_3,logFC,AveExpr,t,P.Value,adj.P.Val,B,FDR,tw_dis,chr,start,end,strand,de
scaffold_8_1058129_1058130_-,8.674515997,9.014566662,11.92701718,13.12121786,12.1416524,1.39E-17,1.39E-17,1.39E-17,2.618109243,2.057183446,5.184810646,0.000827277,0.006052954,-0.165163949,0.006052954,0.024832882,scaffold_8,1058129,1058130,-,1
scaffold_13_684054_684059_-,12.95920862,10.79528988,15.33975109,19.8614564,20.75023554,11.96284173,13.06348666,10.2141491,0.776843502,4.102505939,5.180583655,0.00083158,0.006079771,-0.790632813,0.006079771,0.021379308,scaffold_13,684054,684059,-,1
scaffold_182_204431_204432_-,9.408582221,6.40992294,0.033147656,35.22784904,37.08544522,13.77272479,12.97231043,7.301108605,2.64668316,3.511947487,5.179411816,0.000832777,0.00608386,-0.372321527,0.00608386,0.032356843,scaffold_182,204431,204432,-,1
scaffold_2_2756550_2756558_+,15.21134735,13.51528586,12.24962888,58.04432532,28.81345202,22.88045702,15.45253762,19.25776862,1.397273789,4.631360924,5.17827089,0.000833944,0.006085641,-0.880311909,0.006085641,0.037415266,scaffold_2,2756550,2756558,+,1
scaffold_4_221432_221470_-,29.17270999,25.25417583,21.84196902,9.763584744,5.410073084,17.2571271,16.01857991,17.04345174,-1.35792502,4.28887921,-5.177927041,0.000834296,0.006085641,-0.478956874,0.006085641,0.021235128,scaffold_4,221432,221470,-,1
scaffold_35_553951_553954_+,19.43476376,14.21719873,23.47708406,23.61066192,24.28228536,8.468950898,7.311042385,9.20845228,0.991461359,4.177099653,5.170324127,0.000842124,0.006138048,-0.796798281,0.006138048,0.022819583,scaffold_35,553951,553954,+,1
scaffold_12_386848_386854_-,43.48635067,39.73887601,53.24641122,60.43699293,80.90119927,42.24760042,39.26758442,36.62997644,0.799681227,5.845740715,5.168758584,0.000843746,0.006140487,-0.946412555,0.006140487,0.020283833,scaffold_12,386848,386854,-,1
scaffold_94_449295_449323_+,44.42041214,46.68125553,46.27565592,26.25314185,21.08303502,31.21881311,37.23680102,36.4780793,-0.677024205,5.400975486,-5.169209389,0.000843278,0.006140487,-0.878572029,0.006140487,0.01668797,scaffold_94,449295,449323,+,1
scaffold_31_600599_600634_+,80.87820116,92.80550994,81.94751349,39.13212844,29.47227032,40.54322336,45.6692381,38.33288796,-0.722063836,5.955058016,-5.166567575,0.000846021,0.006152355,-0.927347412,0.006152355,0.016593394,scaffold_31,600599,600634,+,1
scaffold_2_2876552_2876558_-,3.751634416,3.960775136,4.736258786,9.368066582,9.602625402,4.759534878,5.463352967,6.139553093,1.005554382,2.872915167,5.165901187,0.000846715,0.006152708,-0.384717306,0.006152708,0.024367351,scaffold_2,2876552,2876558,-,1
scaffold_73_368032_368102_+,53.54120776,51.4628127,51.02569969,65.94940072,77.59139423,46.14888519,49.82693149,52.33251624,0.568803564,6.051180921,5.161086362,0.000851743,0.006184538,-0.958817395,0.006184538,0.014956537,scaffold_73,368032,368102,+,1
scaffold_52_363081_363085_-,9.997069743,13.22734991,8.558690375,18.86145189,19.86720218,11.11873254,11.95386425,7.821622814,0.953345148,3.901486137,5.157010686,0.000856026,0.006210905,-0.793903742,0.006210905,0.022856257,scaffold_52,363081,363085,-,1
scaffold_4_989584_989587_-,6.171850632,6.68943907,7.109093562,8.875200579,7.506116083,1.39E-17,1.39E-17,1.39E-17,2.281350894,1.711037824,5.155283922,0.000857847,0.00621939,-0.207744202,0.00621939,0.0255793,scaffold_4,989584,989587,-,1
scaffold_28_223048_223051_+,4.838835748,3.691741603,5.209907975,11.74449141,11.36883031,0,3.626340594,0,2.485605625,2.023223365,5.154601077,0.000858568,0.006219894,-0.181073327,0.006219894,0.027118272,scaffold_28,223048,223051,+,1
scaffold_23_191560_191569_-,316.9321798,435.3804134,300.2918684,2054.530654,1433.544924,1201.75095,1384.391168,2075.474236,1.321007775,10.06159569,5.149847628,0.000863609,0.00624444,-0.932949631,0.00624444,0.047571961,scaffold_23,191560,191569,-,1
scaffold_43_94804_94807_+,4.996281461,4.372161591,5.307587691,18.00324776,14.46028536,4.665713804,4.82429008,0,2.27860786,2.643881522,5.149555009,0.00086392,0.00624444,-0.253846331,0.00624444,0.027365888,scaffold_43,94804,94807,+,1
scaffold_70_500769_500777_+,86.54970964,75.36095891,82.68773856,158.2034609,133.5550335,105.9602988,131.7215869,104.6247991,0.669335579,6.993266013,5.149591046,0.000863882,0.00624444,-0.957243293,0.00624444,0.016515375,scaffold_70,500769,500777,+,1
scaffold_53_205696_205697_+,6.245173047,6.007889701,6.166008527,11.36467787,12.25137823,4.966477804,8.249244437,6.988149851,0.911208717,3.240677552,5.147443268,0.00086617,0.006255967,-0.580844903,0.006255967,0.023778721,scaffold_53,205696,205697,+,1
scaffold_32_241382_241395_-,34.18370984,32.76178985,32.06132206,29.8702912,26.38047395,11.21914285,11.48280016,12.10267733,0.580857533,4.707774287,5.145713379,0.000868019,0.006264574,-0.899001349,0.006264574,0.018267364,scaffold_32,241382,241395,-,1
scaffold_5_1185143_1185152_-,10.29992952,8.33445712,10.33104163,11.85382232,15.67197519,4.017102364,6.024280379,4.940553353,1.003554884,3.373259433,5.144859871,0.000868932,0.006266427,-0.588854588,0.006266427,0.023729034,scaffold_5,1185143,1185152,-,1
scaffold_26_796176_796300_+,28.7812256,22.94053815,22.872554,10.38996504,5.630947343,15.87271405,18.71196762,17.89641026,-1.302987671,4.316178896,-5.143368998,0.00087053,0.006268477,-0.562914311,0.006268477,0.021338091,scaffold_26,796176,796300,+,1
scaffold_87_201197_201215_-,96.47611894,109.5851792,82.08055747,368.9239837,215.0161487,85.91296428,150.9885666,150.5333325,1.438004803,7.36871309,5.143693124,0.000870183,0.006268477,-0.953644931,0.006268477,0.050405715,scaffold_87,201197,201215,-,1
scaffold_25_506572_506604_-,54.79361244,56.91394273,50.75443322,26.98709412,26.7107762,38.12108689,34.07971895,31.85671736,-0.603419245,5.532774678,-5.140868402,0.000873218,0.006269963,-0.934600556,0.006269963,0.016005154,scaffold_25,506572,506604,-,1
scaffold_28_407834_407871_-,47.31872181,58.6757667,48.47696008,4.12636274,3.091063415,15.24280958,19.27855964,11.90708182,-2.731697173,4.381365573,-5.141801402,0.000872214,0.006269963,-0.187756386,0.006269963,0.021618729,scaffold_28,407834,407871,-,1
scaffold_39_416444_416448_+,17.25500206,18.96907703,17.07809516,33.6370376,23.95375029,17.58238987,15.00156644,13.279723,0.846649414,4.524170239,5.141340179,0.000872711,0.006269963,-0.903378241,0.006269963,0.02164269,scaffold_39,416444,416448,+,1
scaffold_46_332874_332878_-,54.55477627,58.95169571,44.61656655,85.35540237,73.06955868,31.3531906,30.76250123,16.48363477,1.183312602,5.731033853,5.140731621,0.000873366,0.006269963,-0.975105449,0.006269963,0.025114439,scaffold_46,332874,332878,-,1
scaffold_253_87375_87420_+,18.42253124,19.65149704,17.17792857,6.000824876,4.857078923,12.70132887,12.22070257,14.32325509,-1.362982661,3.890429085,-5.138132589,0.000876169,0.006285363,-0.316830971,0.006285363,0.020866445,scaffold_253,87375,87420,+,1
scaffold_72_487610_487615_+,13.18670476,14.45907829,9.326021719,133.8548524,33.78621939,6.356622515,5.74348901,3.736431277,3.076907972,4.080844723,5.137486289,0.000876868,0.006285649,-0.701726124,0.006285649,0.111020475,scaffold_72,487610,487615,+,1
scaffold_10_307522_307606_+,216.3970709,272.9707325,230.4520934,125.4283013,138.8495281,272.9286499,216.8743962,301.0241458,-0.842398456,7.988318674,-5.130658649,0.000884287,0.006334072,-0.978551427,0.006334072,0.020513456,scaffold_10,307522,307606,+,1
scaffold_15_811909_811910_+,1.39E-17,1.39E-17,1.39E-17,8.739389812,9.933387554,0,6.137447129,0,3.722027864,0.795600393,5.129029405,0.000886068,0.006335896,-0.36858953,0.006335896,0.033869514,scaffold_15,811909,811910,+,1
scaffold_5_50292_50350_-,45.42052912,41.77462535,42.86793327,58.32964933,67.98901739,43.29056704,47.4204296,48.58043206,0.561152765,5.87439389,5.1286032,0.000886534,0.006335896,-1.001378867,0.006335896,0.015384136,scaffold_5,50292,50350,-,1
scaffold_83_17226_17232_-,44.71179194,41.63239628,37.57853397,109.7863702,144.8074837,68.79047398,63.31833904,112.7440138,1.212616902,6.381708725,5.129242818,0.000885834,0.006335896,-0.988057013,0.006335896,0.03583698,scaffold_83,17226,17232,-,1
scaffold_15_1056773_1056792_+,12.47039912,9.829541042,7.425523046,17.71933383,24.28050545,11.66315139,7.126615128,5.091624725,1.306280914,3.737117269,5.127507584,0.000887734,0.006339725,-0.788446991,0.006339725,0.027115716,scaffold_15,1056773,1056792,+,1
scaffold_113_117292_117336_-,741.6388543,444.3456563,456.6752368,3715.651988,1415.119779,994.9564953,802.3087021,839.8811624,1.823143512,10.10297301,5.125420991,0.000890025,0.00635133,-0.965183413,0.00635133,0.080349264,scaffold_113,117292,117336,-,1
scaffold_97_280517_280543_+,80.15518924,68.40544899,83.32935846,79.8431834,76.6002771,40.65717816,38.06223717,37.31750245,0.589653539,6.163033963,5.124783336,0.000890726,0.006351584,-1.004360607,0.006351584,0.014989301,scaffold_97,280517,280543,+,1
scaffold_6_127823_127839_-,65.65458633,66.61688938,73.09242375,83.41275464,121.2967641,49.95522126,59.09493213,58.12470268,0.777595651,6.383783134,5.119856896,0.000896165,0.006385593,-1.008543721,0.006385593,0.020688541,scaffold_6,127823,127839,-,1
scaffold_4_1224081_1224084_-,7.177711477,6.553238515,5.983658071,9.492165479,9.93367177,4.342516625,3.423988081,3.575838543,0.973218685,2.929747842,5.114244052,0.000902406,0.006425262,-0.463334105,0.006425262,0.024112772,scaffold_4,1224081,1224084,-,1
scaffold_3_2600584_2600588_-,25.98372587,23.07408921,23.61981996,23.75797149,17.77210851,5.187956785,4.721541321,4.769559323,0.94451491,3.995028862,5.111502645,0.000905471,0.006437479,-0.681735636,0.006437479,0.021351621,scaffold_3,2600584,2600588,-,1
scaffold_36_76775_76782_-,228.0277065,234.3284936,121.5280471,593.891707,496.5760716,254.9279905,204.9263127,292.5092908,1.408766908,8.336630648,5.11158628,0.000905377,0.006437479,-0.988832473,0.006437479,0.045597116,scaffold_36,76775,76782,-,1
scaffold_3_2217184_2217196_+,38.4211528,46.39817642,42.10752539,18.74213066,18.10171628,22.53577574,27.04451261,29.84216329,-0.763211311,5.120854879,-5.110147559,0.00090699,0.00644348,-0.916445914,0.00644348,0.018327498,scaffold_3,2217184,2217196,+,1
scaffold_11_116762_116787_-,19.45046994,25.37427519,20.30803331,3.989068537,5.628552016,13.75790208,14.72507983,15.51340326,-1.728480949,3.992469725,-5.102246207,0.000915905,0.006501973,-0.301197728,0.006501973,0.021283664,scaffold_11,116762,116787,-,1
scaffold_8_16334_16338_-,86.85160251,43.60961985,105.2337528,54.55988188,76.81688673,631.3376677,732.2812383,1206.797175,-1.84572839,7.719503064,-5.097478531,0.000921331,0.006535626,-1.03974602,0.006535626,0.075338416,scaffold_8,16334,16338,-,1
scaffold_39_566952_566998_+,19.2165917,22.7911391,22.56228504,4.499192062,3.863519189,11.4272999,12.59437957,13.98297557,-1.787124702,3.870261348,-5.096042196,0.000922972,0.006542406,-0.267132562,0.006542406,0.02098134,scaffold_39,566952,566998,+,1
scaffold_25_684312_684342_+,15.13168338,13.37803315,11.58956756,18.86712126,18.21209443,6.977579373,10.84415174,8.860716308,0.824125064,3.93686636,5.08976473,0.000930184,0.006588628,-0.873814312,0.006588628,0.021958045,scaffold_25,684312,684342,+,1
scaffold_24_1267432_1267438_-,17.0192066,18.28739265,16.50987825,7.751277447,6.292047002,14.18739226,12.59044577,14.14776146,-1.004536013,3.965113561,-5.088807498,0.000931289,0.006591562,-0.556628149,0.006591562,0.020669639,scaffold_24,1267432,1267438,-,1
scaffold_170_114192_114222_-,30.05726776,33.02644484,29.78738715,13.35044461,18.09994695,31.65908991,33.44463642,24.17338495,-0.860516066,4.956771453,-5.087705249,0.000932563,0.006595138,-0.919533704,0.006595138,0.019718687,scaffold_170,114192,114222,-,1
scaffold_91_37879_37902_+,14.21446178,18.68471551,12.8277866,71.42047565,35.2156988,27.20111209,28.61609962,31.02783357,1.319179934,4.980105481,5.087175033,0.000933176,0.006595138,-1.023181722,0.006595138,0.037778406,scaffold_91,37879,37902,+,1
scaffold_37_718561_718563_+,19.75235216,23.05706207,17.85131443,19.49322509,18.43296319,6.246122912,6.949660999,4.932619892,0.822671902,3.969358156,5.083998548,0.000936862,0.006616284,-0.789983419,0.006616284,0.021430316,scaffold_37,718561,718563,+,1
scaffold_100_107769_107801_-,8.04733782,11.99511372,6.476484371,29.98673472,29.35984061,21.15594723,32.99282429,24.53209511,1.039522434,4.440495631,5.082170521,0.00093899,0.006626408,-0.942815855,0.006626408,0.024061419,scaffold_100,107769,107801,-,1
scaffold_4_2152870_2152872_-,13.57781356,10.79440293,14.11808641,37.89931173,23.18222297,14.07096398,15.18409114,19.27742419,1.102041639,4.394710974,5.080619469,0.0009408,0.006634272,-0.978935626,0.006634272,0.02618922,scaffold_4,2152870,2152872,-,1
scaffold_23_172220_172221_-,5.546447264,6.277933134,5.882097727,13.1194701,12.58299701,0,0,4.97484198,2.41651192,2.240648933,5.07784815,0.000944043,0.006642414,-0.259104514,0.006642414,0.027709232,scaffold_23,172220,172221,-,1
scaffold_4_1788183_1788265_+,119.4871451,116.4284904,101.3158101,39.73090512,39.62450096,36.08935385,47.34578368,36.11468505,-0.665871201,6.134380474,-5.078066154,0.000943787,0.006642414,-1.055321122,0.006642414,0.016671396,scaffold_4,1788183,1788265,+,1
scaffold_83_272028_272131_-,2662.183568,2837.64498,1870.031526,908.4122737,626.8203374,1990.423844,1990.053784,1162.944076,-1.334541656,10.86834185,-5.078022486,0.000943838,0.006642414,-1.029914092,0.006642414,0.050915127,scaffold_83,272028,272131,-,1
scaffold_4_2295976_2295979_+,11.97977593,19.64962036,22.43333255,43.49922055,35.43199178,11.96198217,17.43551207,6.441150535,1.534525211,4.46587994,5.075029997,0.000947353,0.00665589,-1.002870817,0.00665589,0.031787465,scaffold_4,2295976,2295979,+,1
scaffold_79_556125_556129_+,41.60492378,33.60382093,49.73284867,47.33980141,53.19937018,11.52792436,20.68047458,10.20013916,1.144456922,5.110607898,5.075132449,0.000947233,0.00665589,-1.040870134,0.00665589,0.026013572,scaffold_79,556125,556129,+,1
scaffold_17_621011_621013_-,3.12394296,3.140611715,3.131856593,8.621789717,8.057686779,4.764404458,4.444319602,4.257388943,1.128770478,2.603724777,5.072009093,0.000950916,0.006676004,-0.398492215,0.006676004,0.024922714,scaffold_17,621011,621013,-,1
scaffold_191_23062_23161_+,7.718092873,4.787461596,6.731383431,11.86178513,13.46524853,5.502875493,7.97548155,3.733368714,1.108406671,3.1858725,5.069884385,0.000953431,0.006688736,-0.653065327,0.006688736,0.025108578,scaffold_191,23062,23161,+,1
scaffold_48_33787_33838_-,25.91788358,28.11288565,24.85914581,13.63802834,8.611054605,18.30943186,22.14390773,18.0559737,-0.949774674,4.523192748,-5.069009422,0.000954468,0.006691095,-0.856956482,0.006691095,0.020111802,scaffold_48,33787,33838,-,1
scaffold_113_320781_320782_-,17.32283305,10.80817234,20.72444215,29.20843225,39.62197244,14.70703333,19.08756822,16.01553912,1.130113936,4.569182113,5.067194749,0.000956624,0.006701285,-1.017936965,0.006701285,0.025398711,scaffold_113,320781,320782,-,1
scaffold_100_289718_289901_-,1290.23484,1276.809374,1187.655724,837.4040365,723.0633863,1352.245272,1192.596527,1209.384029,-0.608432554,10.36806942,-5.062296913,0.00096247,0.006709953,-1.0511386,0.006709953,0.010734252,scaffold_100,289718,289901,-,1
scaffold_104_374755_374758_+,10.8463667,9.695231415,10.05586514,23.11033714,23.95111404,12.90836099,11.00697266,19.46195642,1.022287854,4.127753208,5.062808744,0.000961857,0.006709953,-0.956837169,0.006709953,0.023170135,scaffold_104,374755,374758,+,1
scaffold_15_1577315_1577370_+,41.87027841,54.58809081,53.74820522,19.7368218,20.52951516,23.49601558,26.49171926,25.22339659,-0.720850624,5.213954268,-5.062034046,0.000962784,0.006709953,-0.99366502,0.006709953,0.018665032,scaffold_15,1577315,1577370,+,1
scaffold_2_432261_432299_+,50.758592,59.91603346,59.53923098,25.24458983,22.84826634,35.89124179,29.43618935,38.70561293,-0.790033706,5.515229909,-5.062047808,0.000962768,0.006709953,-1.024850695,0.006709953,0.017573946,scaffold_2,432261,432299,+,1
scaffold_2_193649_193653_-,7.557595177,4.64846117,5.131017386,17.07648113,30.2388489,16.30343387,15.64944947,16.19050231,1.278934211,3.887705903,5.063527691,0.000960997,0.006709953,-0.793634526,0.006709953,0.027006883,scaffold_2,193649,193653,-,1
scaffold_29_1053206_1053259_+,25.08079648,30.84595955,33.3536243,10.02377887,3.644735607,21.28191022,21.30428361,18.22315317,-1.836786861,4.411632068,-5.062363653,0.00096239,0.006709953,-0.49419979,0.006709953,0.022195277,scaffold_29,1053206,1053259,+,1
scaffold_78_165721_165722_-,8.743736319,6.97184201,10.50742631,12.98097577,16.11372998,5.286523726,6.016719575,8.192842284,0.994416423,3.467558727,5.063818993,0.000960649,0.006709953,-0.776791465,0.006709953,0.023963605,scaffold_78,165721,165722,-,1
scaffold_83_264562_264575_-,22.16861724,24.0168154,20.02893603,6.247713544,5.739819445,14.72184665,13.61596123,10.72086548,-1.34636946,4.013970518,-5.060353399,0.0009648,0.006719092,-0.480616664,0.006719092,0.021066516,scaffold_83,264562,264575,-,1
scaffold_19_737999_738008_+,87.27602009,91.99931832,93.11458927,110.6175253,80.46653087,42.14643179,37.97196281,33.04246788,0.761683447,6.302903021,5.058418651,0.000967126,0.006730378,-1.089039701,0.006730378,0.018705298,scaffold_19,737999,738008,+,1
scaffold_2_3543858_3543967_-,1229.295362,1337.681113,1254.492596,744.0544589,702.8635687,1378.181526,1064.394856,1401.50168,-0.739447699,10.36071051,-5.055182968,0.000971029,0.0067477,-1.060877665,0.0067477,0.015738448,scaffold_2,3543858,3543967,-,1
scaffold_262_31768_31864_-,357.1811309,355.5833404,363.9469198,239.8065762,187.0876638,343.1149414,359.3578614,308.9708675,-0.637916344,8.515311165,-5.055337563,0.000970843,0.0067477,-1.067962788,0.0067477,0.013428625,scaffold_262,31768,31864,-,1
scaffold_86_372247_372251_+,1.39E-17,1.39E-17,1.39E-17,9.342400129,16.66404433,1.39E-17,1.39E-17,1.39E-17,4.770535207,0.429593775,5.054095748,0.000972345,0.006751924,-0.514025297,0.006751924,0.031280318,scaffold_86,372247,372251,+,1
scaffold_10_479818_479819_-,6.320061073,5.870442986,5.319130669,13.48495766,15.45188122,5.174952208,7.127546624,10.9315224,1.155393445,3.342686746,5.053387902,0.000973203,0.006752964,-0.733255066,0.006752964,0.024969393,scaffold_10,479818,479819,-,1
scaffold_78_361321_361341_+,4.999536088,5.731482289,5.125211885,14.13536251,9.604240773,5.505759259,4.720204016,5.282751174,1.165397685,3.038111109,5.051459723,0.000975543,0.006764282,-0.610415655,0.006764282,0.024843685,scaffold_78,361321,361341,+,1
scaffold_62_435444_435445_+,0.010722397,0.007571158,7.04066895,8.988979746,10.26448233,1.39E-17,1.39E-17,1.39E-17,3.762672408,0.824592794,5.048315697,0.000979371,0.006785899,-0.44062044,0.006785899,0.036521254,scaffold_62,435444,435445,+,1
scaffold_3_2181999_2182018_-,5610.240355,5019.633761,5400.37096,9079.728879,9562.483993,5125.622934,3931.473031,6270.999794,0.923446132,12.80028821,5.046028459,0.000982167,0.006800332,-1.074598093,0.006800332,0.025158796,scaffold_3,2181999,2182018,-,1
scaffold_3_10846_10949_-,14.16043632,5.884285587,5.628706595,109.4309705,47.13805296,50.40456749,33.77668546,51.6656392,1.979032994,4.999259742,5.043656422,0.000985076,0.006815525,-1.004217803,0.006815525,0.069115227,scaffold_3,10846,10949,-,1
scaffold_19_208962_208965_+,28.33595776,28.39309703,28.54482004,1.39E-17,1.39E-17,8.676127151,10.56182289,9.371071943,-5.02850052,3.063284671,-5.042128039,0.000986955,0.006823578,-1.402631301,0.006823578,0.020631298,scaffold_19,208962,208965,+,1
scaffold_5_38296_38299_-,27.64213918,30.43666878,30.15205137,13.25114536,11.03833355,13.54515357,15.74782931,14.82691392,-0.683109309,4.473548135,-5.04032799,0.000989173,0.006833961,-0.921910216,0.006833961,0.019111793,scaffold_5,38296,38299,-,1
scaffold_4_2771978_2771984_+,1.39E-17,1.39E-17,1.39E-17,9.251660482,7.506251464,4.228390174,5.371021532,6.312704952,2.444635079,1.617239677,5.038847807,0.000991001,0.006841637,-0.335888525,0.006841637,0.026356222,scaffold_4,2771978,2771984,+,1
scaffold_143_220694_220861_-,36.21925724,38.62253045,33.96700227,58.98132906,54.41541499,30.68410092,36.21074639,42.63482722,0.713938197,5.608108883,5.036177881,0.000994308,0.006859502,-1.120416762,0.006859502,0.017574758,scaffold_143,220694,220861,-,1
scaffold_47_346656_346663_+,50.91418724,41.26154629,78.11319537,83.80692361,104.9632821,25.60438446,39.7609875,25.54082837,1.28267327,5.903700293,5.035345496,0.000995341,0.00686167,-1.116920373,0.00686167,0.039425536,scaffold_47,346656,346663,+,1
scaffold_7_2078038_2078131_+,80.71438479,91.02807417,74.85270182,50.02044365,32.23305493,83.96257016,72.32242254,76.52001812,-0.904490937,6.330441523,-5.034051449,0.00099695,0.006867798,-1.117873811,0.006867798,0.01886711,scaffold_7,2078038,2078131,+,1
scaffold_129_278108_278109_-,1.39E-17,1.39E-17,1.39E-17,8.610004741,10.92633538,0,0,6.004282978,3.812398449,0.806673765,5.030778369,0.001001032,0.006890943,-0.464640951,0.006890943,0.033914294,scaffold_129,278108,278109,-,1
scaffold_145_241751_241756_-,26.00255194,27.43824213,29.47914757,17.73908723,18.10140799,39.18405993,32.87324633,31.00216643,-0.686416324,5.024788227,-5.029981816,0.001002028,0.006891732,-1.018149706,0.006891732,0.018186291,scaffold_145,241751,241756,-,1
scaffold_3_1832675_1832722_+,31.69541001,34.79995787,30.73916228,17.86917182,16.77737097,24.13843496,23.80185603,22.83238974,-0.584431623,4.899930013,-5.029531877,0.001002591,0.006891732,-1.010214638,0.006891732,0.017606735,scaffold_3,1832675,1832722,+,1
scaffold_78_177784_177831_-,195.3165214,207.8932168,232.8581573,100.9238593,125.603204,187.1743928,162.0572185,200.1121969,-0.724699928,7.671999839,-5.028252794,0.001004194,0.006897781,-1.121017542,0.006897781,0.01615942,scaffold_78,177784,177831,-,1
scaffold_61_555509_555547_-,67.6764485,65.6628048,71.0147025,83.96501288,81.45662138,56.42368008,59.09124418,56.57964534,0.476506657,6.328017173,5.024516104,0.001008893,0.00692507,-1.140324537,0.00692507,0.013079679,scaffold_61,555509,555547,-,1
scaffold_1_3222180_3222295_+,178.8281538,188.4982623,175.6366078,91.8288688,94.48009175,105.9488881,140.6098224,125.4403196,-0.602404781,7.307939975,-5.023329363,0.00101039,0.006930361,-1.134180223,0.006930361,0.01416468,scaffold_1,3222180,3222295,+,1
scaffold_219_79503_79506_-,1.39E-17,1.39E-17,1.39E-17,13.08145134,24.16855651,1.39E-17,1.39E-17,1.39E-17,5.265084102,0.553103848,5.021674937,0.001012482,0.006939717,-0.542079074,0.006939717,0.034276946,scaffold_219,79503,79506,-,1
scaffold_10_1248280_1248283_-,4.761572698,4.370465859,4.648391629,10.73171263,13.79584285,8.892363222,9.914194553,7.488375679,0.960048206,3.248935388,5.020719215,0.001013692,0.006943025,-0.699071033,0.006943025,0.023747854,scaffold_10,1248280,1248283,-,1
scaffold_10_974159_974166_+,54.59963577,37.28812446,43.91631429,283.2487117,126.0571092,113.8225886,80.6372432,112.337629,1.558071695,6.703856375,5.016517735,0.001019031,0.006974589,-1.128763408,0.006974589,0.058878202,scaffold_10,974159,974166,+,1
scaffold_238_29479_29483_+,5.08551163,4.787428797,9.352385237,11.22790667,15.34073371,6.041257513,3.792419007,3.913127112,1.325876616,3.08539006,5.012337119,0.001024374,0.007006134,-0.668709085,0.007006134,0.026604958,scaffold_238,29479,29483,+,1
scaffold_232_113645_113649_-,7.493073332,5.878129181,8.428012965,12.86774728,12.80358393,8.901009802,6.200194206,6.126962334,0.893099668,3.377136961,5.010277984,0.001027018,0.007019179,-0.823871833,0.007019179,0.023598079,scaffold_232,113645,113649,-,1
scaffold_1_1668802_1668803_+,0.008552094,0.006039034,5.538744585,16.8733916,14.79096034,0,5.021464746,0,3.908412171,1.391222243,5.007714455,0.001030318,0.007033712,-0.428612529,0.007033712,0.036670219,scaffold_1,1668802,1668803,+,1
scaffold_12_1617974_1618029_+,21.54204443,19.66302857,22.08849529,8.875696886,7.395783318,11.7452969,15.19775457,11.75076278,-0.902670892,4.08849165,-5.006655419,0.001031685,0.007033712,-0.778054519,0.007033712,0.020757664,scaffold_12,1617974,1618029,+,1
scaffold_20_951901_951910_+,2029.009918,2113.25464,1561.338487,6042.147021,4177.667075,2830.301845,3278.014588,4147.735008,1.0690498,11.80000063,5.006521107,0.001031859,0.007033712,-1.124778673,0.007033712,0.035104229,scaffold_20,951901,951910,+,1
scaffold_9_546297_546311_+,21.68851857,20.74455064,16.7190338,40.99932804,33.5555476,29.97288146,24.63033335,23.33418831,0.783566578,4.95141754,5.006340189,0.001032093,0.007033712,-1.124368895,0.007033712,0.019954876,scaffold_9,546297,546311,+,1
scaffold_1_3782844_3782855_+,17.57242619,17.20757808,22.06759935,32.49202168,29.58114437,16.50585755,17.31291648,22.34749878,0.790308928,4.691849157,5.003869205,0.001035291,0.007050475,-1.103583082,0.007050475,0.020248937,scaffold_1,3782844,3782855,+,1
scaffold_66_487079_487193_+,272.9873507,304.5293805,330.342815,143.8325268,122.9589241,222.5358458,173.8993383,249.3864897,-0.853010737,8.007032851,-5.003183404,0.001036181,0.0070515,-1.149268159,0.0070515,0.02078538,scaffold_66,487079,487193,+,1
scaffold_10_1324019_1324020_+,14.32650372,7.655597021,7.141942837,28.85557714,30.57336266,6.468798954,0,6.493866437,2.615427035,3.283941404,4.998073917,0.001042836,0.007086679,-0.558574421,0.007086679,0.031160808,scaffold_10,1324019,1324020,+,1
scaffold_4_1304651_1304695_-,39.02741384,44.34479762,32.66312861,19.00425112,15.01227589,28.26989209,27.87939525,24.52882178,-0.831804606,5.050664901,-4.998174422,0.001042705,0.007086679,-1.052962797,0.007086679,0.019485001,scaffold_4,1304651,1304695,-,1
scaffold_107_78157_78182_-,37.7857486,43.25767305,36.05708453,20.74576582,18.76435274,30.49081815,33.07299158,25.71441455,-0.693306722,5.164796091,-4.997368578,0.001043758,0.007087898,-1.078994307,0.007087898,0.018169782,scaffold_107,78157,78182,-,1
scaffold_226_120221_120227_+,104.5391687,100.9787103,49.92027987,571.3955056,231.134955,112.1051855,100.2805277,138.0949874,1.979397474,7.329747159,4.995315619,0.001046448,0.007101108,-1.151857391,0.007101108,0.084949518,scaffold_226,120221,120227,+,1
scaffold_182_29909_29949_-,439.6619189,350.9709879,442.5305376,887.7182978,956.0598412,651.3611536,923.0334541,807.0058227,0.775534917,9.573576078,4.991332275,0.001051688,0.007131595,-1.146875672,0.007131595,0.022089145,scaffold_182,29909,29949,-,1
scaffold_36_684621_684622_-,1.39E-17,1.39E-17,1.39E-17,9.232201298,12.25058272,7.304397577,6.19975647,8.015320374,2.57563143,1.855722325,4.987599053,0.001056625,0.007159985,-0.383864458,0.007159985,0.025715972,scaffold_36,684621,684622,-,1
scaffold_13_1867063_1867067_-,21.99617368,15.17001751,20.85048955,49.70632467,59.60037978,18.91886412,28.05809533,40.45061594,1.296871436,5.114349288,4.986718453,0.001057793,0.007162814,-1.166889893,0.007162814,0.031790775,scaffold_13,1867063,1867067,-,1
