chr start end strand gene gene_start gene_end gene_strand expression
10151 scaffold_7 2288707 2288719 - JGI_V11_97812 2286865 2289091 - 337.977271107305
10152 scaffold_7 2315234 2315239 - JGI_V11_307908 2312410 2315252 - 305.470240571509
10154 scaffold_70 32374 32442 + JGI_V11_325390 32179 34986 + 469.705392073843
10157 scaffold_70 35856 35860 + JGI_V11_307949 35651 38430 + 64.3128400149841
10158 scaffold_70 39459 39509 + JGI_V11_58164 39379 42568 + 69.0799341306515
10159 scaffold_70 42661 42728 + JGI_V11_307915 42461 44024 + 196.500414882353
10163 scaffold_70 121634 121706 + JGI_V11_253353 116685 122087 + 848.236542007846
10164 scaffold_70 124803 124804 + JGI_V11_307954 122947 128107 + 5.39803037989465
10165 scaffold_70 126897 126914 + JGI_V11_307954 122947 128107 + 24.9847919176834
10166 scaffold_70 130919 130981 + JGI_V11_307918 130736 134747 + 613.45664560384
10168 scaffold_70 270613 270627 + JGI_V11_325447 263928 272583 + 157.920453329612
10169 scaffold_70 288001 288005 + JGI_V11_307924 287802 288967 + 257.212383183751
10170 scaffold_70 385195 385201 + JGI_V11_253433 385068 387814 + 89.0854952422483
10172 scaffold_70 499598 499609 + JGI_V11_58148 499563 502670 + 3487.56910926518
10173 scaffold_70 500018 500107 + JGI_V11_58148 499563 502670 + 143.443353351662
10174 scaffold_70 500747 500815 + JGI_V11_58148 499563 502670 + 931.635382444875
10175 scaffold_70 501772 501775 + JGI_V11_58148 499563 502670 + 11.5026862468671
10176 scaffold_70 552046 552087 + JGI_V11_129384 551990 553161 + 171.016041493714
10177 scaffold_70 553029 553049 + JGI_V11_129384 551990 553161 + 109.359789349139
10177.1 scaffold_70 553029 553049 + JGI_V11_325511 552839 553771 + 109.359789349139
10178 scaffold_70 553804 553882 + JGI_V11_14394 553877 556665 + 302.089311873232
10179 scaffold_70 602453 602499 + JGI_V11_307962 602253 604674 + 188.726324498824
10180 scaffold_70 604523 604573 + JGI_V11_307962 602253 604674 + 784.151854036907
10180.1 scaffold_70 604523 604573 + JGI_V11_307936 604323 605800 + 784.151854036907
10181 scaffold_70 604767 604795 + JGI_V11_307936 604323 605800 + 1501.66630363738
10182 scaffold_70 606168 606241 + JGI_V11_93183 606031 607318 + 10535.2133100611
10183 scaffold_70 606402 606403 + JGI_V11_93183 606031 607318 + 168.667218781575
10184 scaffold_70 606624 606651 + JGI_V11_93183 606031 607318 + 13.7211968120064
10185 scaffold_70 606822 606837 + JGI_V11_93183 606031 607318 + 17.0129498282019
10186 scaffold_70 607281 607282 + JGI_V11_93183 606031 607318 + 43.2948539368533
10186.1 scaffold_70 607281 607282 + JGI_V11_110039 607129 608236 + 43.2948539368533
10190 scaffold_70 65386 65394 - JGI_V11_307951 61759 65421 - 152.465942291108
10193 scaffold_70 135574 135610 - JGI_V11_307920 134359 135803 - 60.629002013123
10194 scaffold_70 170793 170799 - JGI_V11_307955 169087 171627 - 104.515312528012
10195 scaffold_70 178385 178391 - JGI_V11_307923 176413 178603 - 126.848281341616
10196 scaffold_70 181159 181161 - JGI_V11_253378 179786 181242 - 25.6995474638519
10197 scaffold_70 419988 419991 - JGI_V11_325474 418441 420576 - 14.0264697138705
10198 scaffold_70 420202 420204 - JGI_V11_325474 418441 420576 - 18.3130039424811
10199 scaffold_70 420380 420436 - JGI_V11_325474 418441 420576 - 16.08392725438
10200 scaffold_70 498824 498852 - JGI_V11_307928 496332 498981 - 565.773245379299
10201 scaffold_70 566441 566448 - JGI_V11_227174 563672 566902 - 5.2502726687661
10202 scaffold_70 679443 679452 - JGI_V11_325531 678276 679600 - 746.967463289619
10203 scaffold_70 682578 682607 - JGI_V11_325532 681883 682776 - 838.074177631582
10203.1 scaffold_70 682578 682607 - JGI_V11_307942 682508 683380 - 838.074177631582
10204 scaffold_70 683179 683242 - JGI_V11_307942 682508 683380 - 1785.14371596074
10205 scaffold_70 684160 684168 - JGI_V11_307943 683450 684365 - 262.876902658841
10206 scaffold_70 685007 685013 - JGI_V11_307944 684356 685210 - 64.5758280699523
10208 scaffold_71 573514 573535 + JGI_V11_110118 573140 575711 + 38.8362975924259
10213 scaffold_71 470961 470975 - JGI_V11_307969 469412 471199 - 72.5834754523611
10214 scaffold_71 475493 475499 - JGI_V11_110102 474399 475617 - 521.802574225184
10217 scaffold_7171 525 527 + JGI_V11_71208 -162 1520 + 21.1219789253446
10220 scaffold_72 50835 50848 + JGI_V11_253689 50710 52151 + 432.937174903289
10221 scaffold_72 70686 70690 + JGI_V11_325651 70540 73006 + 105.568036766589
10222 scaffold_72 76453 76454 + JGI_V11_325652 73258 76959 + 11.7080994733649
10223 scaffold_72 85796 85823 + JGI_V11_325653 85718 88449 + 5512.41219994618
10226 scaffold_72 159763 159824 + JGI_V11_227209 159578 161978 + 191.335906213122
10227 scaffold_72 323908 323913 + JGI_V11_200640 323712 325491 + 69.3867566514081
10228 scaffold_72 332290 332296 + JGI_V11_110211 332106 334416 + 76.6535289625048
10230 scaffold_72 348273 348277 + JGI_V11_110217 348254 349710 + 59.277293970799
10231 scaffold_72 359035 359040 + JGI_V11_308017 358976 360390 + 441.436539809108
10232 scaffold_72 423511 423594 + JGI_V11_200659 423370 424597 + 1098.64817874772
10233 scaffold_72 436459 436480 + JGI_V11_325741 436410 438180 + 11.223049103186
10234 scaffold_72 440527 440552 + JGI_V11_299705 440348 442718 + 22.866836533586
10235 scaffold_72 487610 487615 + JGI_V11_308024 487441 489610 + 218.823300177534
10237 scaffold_72 497820 497821 + JGI_V11_325755 497710 499301 + 31.9436839479124
10240 scaffold_72 506008 506009 + JGI_V11_253811 505834 508566 + 6.5128576580479
10241 scaffold_72 512521 512528 + JGI_V11_308026 512324 513809 + 6121.74695245626
10242 scaffold_72 512747 512808 + JGI_V11_308026 512324 513809 + 104.855440373494
10243 scaffold_72 513148 513182 + JGI_V11_308026 512324 513809 + 35.4223151532416
10244 scaffold_72 524630 524635 + JGI_V11_253815 524599 527507 + 65.1873117765867
10245 scaffold_72 550329 550336 + JGI_V11_325769 550173 553811 + 5.03589683697463
10246 scaffold_72 551164 551165 + JGI_V11_325769 550173 553811 + 5.57163054303576
10248 scaffold_72 565181 565205 + JGI_V11_325775 565082 566924 + 157.969000002351
10249 scaffold_72 576129 576183 + JGI_V11_253833 575319 576719 + 275.984872838079
10250 scaffold_72 584742 584758 + JGI_V11_325779 584554 586667 + 93.6254218134518
10251 scaffold_72 587895 587936 + JGI_V11_325780 586386 587924 + 734.312372630763
10251.1 scaffold_72 587895 587936 + JGI_V11_231370 587716 589493 + 734.312372630763
10252 scaffold_72 590449 590450 + JGI_V11_325783 590335 591844 + 50.2918207650682
10253 scaffold_72 603069 603079 + JGI_V11_325786 602893 605794 + 122.732826847987
10254 scaffold_72 130635 130659 - JGI_V11_227204 128954 130858 - 468.555602696782
10256 scaffold_72 159539 159582 - JGI_V11_215632 158259 159786 - 81.1559502143054
10257 scaffold_72 169689 169695 - JGI_V11_110168 167646 169885 - 37.4739587440699
10258 scaffold_72 176205 176206 - JGI_V11_110169 170369 176544 - 61.6559088155531
10258.1 scaffold_72 176205 176206 - JGI_V11_58342 174718 179160 - 61.6559088155531
10259 scaffold_72 186179 186180 - JGI_V11_308008 183291 186310 - 156.151043681712
10261 scaffold_72 200198 200226 - JGI_V11_188919 198468 200403 - 139.409911444853
10262 scaffold_72 200372 200383 - JGI_V11_188919 198468 200403 - 32.356859527055
10265 scaffold_72 274446 274585 - JGI_V11_110202 272754 274579 - 121.422383581665
10266 scaffold_72 291036 291056 - JGI_V11_200639 287748 291103 - 174.861740294674
10269 scaffold_72 331194 331334 - JGI_V11_253757 327838 331342 - 128.860313107807
10270 scaffold_72 341516 341547 - JGI_V11_215652 339441 341700 - 142.212372290493
10271 scaffold_72 369229 369260 - JGI_V11_200654 364573 376979 - 68.4343626935666
10272 scaffold_72 376934 376935 - JGI_V11_200654 364573 376979 - 16.4096679410958
10274 scaffold_72 476040 476048 - JGI_V11_58313 471945 483548 - 176.604653236061
10275 scaffold_72 495939 496048 - JGI_V11_58294 494098 496020 - 632.105522164023
10276 scaffold_72 528452 528486 - JGI_V11_215690 527585 528668 - 503.719549061321
10278 scaffold_72 549938 550053 - JGI_V11_308028 548926 550216 - 1289.06497084122
10282 scaffold_72 602561 602596 - JGI_V11_325785 599253 602721 - 134.678025001237
10283 scaffold_7219 560 575 - JGI_V11_71222 -198 718 - 33.2949919072941
10287 scaffold_73 367241 367311 + JGI_V11_308041 367043 371496 + 3261.11385848425
10288 scaffold_73 368032 368102 + JGI_V11_308041 367043 371496 + 464.467008812625
10289 scaffold_73 368427 368446 + JGI_V11_308041 367043 371496 + 49.7389966404043
10290 scaffold_73 369545 369587 + JGI_V11_308041 367043 371496 + 74.8738499370627
10291 scaffold_73 370189 370198 + JGI_V11_308041 367043 371496 + 17.6247987355302
10292 scaffold_73 370355 370433 + JGI_V11_308041 367043 371496 + 39.432374452856
10293 scaffold_73 497317 497366 + JGI_V11_231376 497159 499578 + 433.559918795957
10294 scaffold_73 502768 502775 + JGI_V11_215749 502577 505158 + 253.719331426328
10295 scaffold_73 505813 505931 + JGI_V11_308045 505700 508832 + 1333.40547282147
10300 scaffold_73 530171 530175 + JGI_V11_308055 530140 537005 + 21.4401782765111
10301 scaffold_73 562201 562225 + JGI_V11_308059 562006 564299 + 962.870536631319
10302 scaffold_73 159856 159862 - JGI_V11_325817 148471 159894 - 13.5233392563194
10304 scaffold_73 175827 175858 - JGI_V11_308051 174660 176033 - 118.591077517084
10304.1 scaffold_73 175827 175858 - JGI_V11_200722 175842 176829 - 118.591077517084
10305 scaffold_73 176650 176674 - JGI_V11_200722 175842 176829 - 84.1624008012357
10306 scaffold_73 205703 205761 - JGI_V11_308052 201602 205766 - 120.678051271336
10307 scaffold_73 523374 523396 - JGI_V11_215757 516747 523488 - 147.4162658842
10309 scaffold_73 559541 559629 - JGI_V11_231378 559052 560612 - 56.4019805372723
10310 scaffold_73 560344 560394 - JGI_V11_231378 559052 560612 - 5893.05253594382
10312 scaffold_74 91402 91409 + JGI_V11_308079 91245 93756 + 488.3519837854
10313 scaffold_74 245924 245954 + JGI_V11_308065 245703 247207 + 31.5808628506275
10315 scaffold_74 268835 268896 + JGI_V11_308067 268692 269809 + 171.20946592986
10319 scaffold_74 398353 398372 + JGI_V11_308072 398140 399929 + 64.8982124359666
10323 scaffold_74 469578 469770 + JGI_V11_308091 469398 470656 + 803.044948663288
10324 scaffold_74 469906 469932 + JGI_V11_308091 469398 470656 + 323.021674187568
10327 scaffold_74 577577 577612 + JGI_V11_200813 577475 580890 + 102.968704003504
10329 scaffold_74 621714 621718 + JGI_V11_254089 619470 626654 + 12.6469568230098
10331 scaffold_74 83991 84073 - JGI_V11_325899 82984 84307 - 143.942844878534
10333 scaffold_74 241884 241891 - JGI_V11_308081 236939 242085 - 860.631481824665
10334 scaffold_74 245780 245865 - JGI_V11_254018 244190 245970 - 1413.61561238845
10336 scaffold_74 280638 280654 - JGI_V11_325917 278607 280846 - 41.6015383839759
10337 scaffold_74 291596 291598 - JGI_V11_110387 288586 291677 - 76.7666900723421
10338 scaffold_74 397955 398038 - JGI_V11_308086 387344 398011 - 815.540495664869
10340 scaffold_74 421896 421937 - JGI_V11_325932 420356 422155 - 168.786834805068
10346 scaffold_74 469073 469081 - JGI_V11_227314 466130 469452 - 80.9629927483865
10348 scaffold_74 577461 577530 - JGI_V11_299641 575010 577698 - 63.2925415030604
10349 scaffold_75 11070 11078 + JGI_V11_290390 10878 12561 + 763.233611417325
10350 scaffold_75 11285 11406 + JGI_V11_290390 10878 12561 + 2014.84529396401
10351 scaffold_75 12226 12228 + JGI_V11_290390 10878 12561 + 5.6183581505026
10352 scaffold_75 13018 13045 + JGI_V11_308127 12813 15406 + 187.918324715827
10353 scaffold_75 142594 142598 + JGI_V11_308130 142395 143821 + 219.375629164719
10354 scaffold_75 153382 153436 + JGI_V11_308098 153208 155102 + 760.187047304853
10356 scaffold_75 213014 213034 + JGI_V11_308102 212815 214358 + 175.725387988299
10359 scaffold_75 312976 312987 + JGI_V11_325996 312820 315085 + 476.472033836249
10360 scaffold_75 325785 325791 + JGI_V11_326002 325698 334022 + 584.605644317361
10361 scaffold_75 340082 340083 + JGI_V11_308142 339660 341538 + 5.67877728424798
10363 scaffold_75 395619 395625 + JGI_V11_326014 395521 402091 + 13.9341847073126
10364 scaffold_75 416203 416215 + JGI_V11_308147 416194 418245 + 3241.90356063621
10365 scaffold_75 417616 417617 + JGI_V11_308147 416194 418245 + 18.049754129751
10366 scaffold_75 444573 444652 + JGI_V11_308117 444416 446564 + 488.688692031526
10367 scaffold_75 447880 447889 + JGI_V11_227386 447668 451482 + 19.6326486743395
10368 scaffold_75 455284 455403 + JGI_V11_231406 455084 456915 + 611.058987501308
10369 scaffold_75 483813 483859 + JGI_V11_308120 483628 487211 + 4761.6885824515
10370 scaffold_75 486118 486120 + JGI_V11_308120 483628 487211 + 46.0941349529422
10371 scaffold_75 486355 486411 + JGI_V11_308120 483628 487211 + 135.887912187729
10374 scaffold_75 545821 545855 + JGI_V11_200913 545718 547932 + 185.468516929826
10376 scaffold_75 65630 65635 - JGI_V11_254099 55689 65662 - 138.357266055343
10377 scaffold_75 73502 73562 - JGI_V11_110449 72089 73602 - 511.705532520287
10378 scaffold_75 75245 75260 - JGI_V11_308097 73565 75484 - 20.9232757238993
10379 scaffold_75 106641 106642 - JGI_V11_227345 102557 106655 - 5.74663911004226
10381 scaffold_75 156355 156361 - JGI_V11_58766 155450 156396 - 15.8143129925503
10381.1 scaffold_75 156355 156361 - JGI_V11_308132 156253 159347 - 15.8143129925503
10382 scaffold_75 159134 159146 - JGI_V11_308132 156253 159347 - 47.0377875657561
10383 scaffold_75 290944 290976 - JGI_V11_325990 288942 291133 - 44.8193832875018
10385 scaffold_75 298270 298330 - JGI_V11_308104 296348 298524 - 29.1306016748737
10386 scaffold_75 304278 304282 - JGI_V11_254157 303656 304412 - 106.759137527954
10387 scaffold_75 317364 317368 - JGI_V11_227362 316446 319559 - 38.6283390043107
10388 scaffold_75 317869 317870 - JGI_V11_227362 316446 319559 - 10.3185330091819
10389 scaffold_75 318073 318144 - JGI_V11_227362 316446 319559 - 1559.01845946588
10390 scaffold_75 319013 319055 - JGI_V11_227362 316446 319559 - 273.108766807664
10391 scaffold_75 335229 335288 - JGI_V11_308108 333638 335452 - 1693.2009871881
10392 scaffold_75 336925 336933 - JGI_V11_308109 335458 337129 - 1413.74167579277
10393 scaffold_75 434147 434154 - JGI_V11_200882 431451 435115 - 18.3700177122267
10394 scaffold_75 434362 434379 - JGI_V11_200882 431451 435115 - 46.2084628984922
10395 scaffold_75 434650 434674 - JGI_V11_200882 431451 435115 - 24.7915990867173
10396 scaffold_75 434794 434813 - JGI_V11_200882 431451 435115 - 61.3909313300931
10398 scaffold_75 439010 439296 - JGI_V11_308150 438360 439707 - 249.274112857417
10399 scaffold_75 439503 439525 - JGI_V11_308150 438360 439707 - 8591.99858155627
10401 scaffold_75 447217 447218 - JGI_V11_215895 446157 447830 - 86.2918036819521
10402 scaffold_75 447554 447651 - JGI_V11_215895 446157 447830 - 1283.09667046643
10405 scaffold_75 517519 517520 - JGI_V11_308155 515806 518147 - 5.49123292737372
10406 scaffold_75 537015 537086 - JGI_V11_110542 533674 537167 - 243.305154042678
10407 scaffold_75 539392 539519 - JGI_V11_308122 538864 540574 - 314.857246988782
10408 scaffold_75 539891 539901 - JGI_V11_308122 538864 540574 - 6.21451099030911
10409 scaffold_75 540455 540534 - JGI_V11_308122 538864 540574 - 9274.32675838194
10410 scaffold_75 545548 545594 - JGI_V11_231413 544738 545777 - 1341.08353313499
10411 scaffold_76 23620 23637 + JGI_V11_326065 23422 25210 + 3273.63489059233
10412 scaffold_76 23962 24023 + JGI_V11_326065 23422 25210 + 263.255460355626
10414 scaffold_76 29353 29367 + JGI_V11_326067 29178 30280 + 457.726857560595
10415 scaffold_76 34451 34474 + JGI_V11_308196 33759 35004 + 20.9317589138699
10416 scaffold_76 38047 38055 + JGI_V11_110566 37624 38546 + 20.2547912265633
10417 scaffold_76 40878 40893 + JGI_V11_308165 40484 41877 + 43.9966589487307
10418 scaffold_76 41056 41079 + JGI_V11_308165 40484 41877 + 6.25249122697325
10419 scaffold_76 71092 71122 + JGI_V11_231414 70876 72579 + 28.7150632708254
10420 scaffold_76 93605 93710 + JGI_V11_31031 93514 109329 + 417.261582958205
10421 scaffold_76 214941 214977 + JGI_V11_326098 214793 218361 + 1504.32978132381
10422 scaffold_76 215486 215489 + JGI_V11_326098 214793 218361 + 11.2075466486485
10423 scaffold_76 229455 229514 + JGI_V11_58917 229445 231488 + 696.097182690485
10424 scaffold_76 229620 229642 + JGI_V11_58917 229445 231488 + 43.1932108712465
10425 scaffold_76 266885 266918 + JGI_V11_308209 266675 269860 + 113.873178024738
10426 scaffold_76 269806 269870 + JGI_V11_308209 266675 269860 + 12.8523430776672
10426.1 scaffold_76 269806 269870 + JGI_V11_308179 269606 271677 + 12.8523430776672
10427 scaffold_76 278347 278350 + JGI_V11_326110 272907 351923 + 84.7206781727677
10428 scaffold_76 298599 298603 + JGI_V11_326110 272907 351923 + 103.472616543778
10429 scaffold_76 403595 403663 + JGI_V11_308181 403410 406204 + 540.899357278437
10431 scaffold_76 455917 455941 + JGI_V11_308213 455916 459344 + 86.4189989119532
10433 scaffold_76 460276 460279 + JGI_V11_308214 459835 462405 + 30.4703753398957
10435 scaffold_76 466361 466417 + JGI_V11_308217 466175 467738 + 1471.19301892373
10436 scaffold_76 467892 467952 + JGI_V11_308184 467716 468997 + 199.885090539149
10437 scaffold_76 468994 469017 + JGI_V11_308184 467716 468997 + 150.215166027751
10438 scaffold_76 501335 501373 + JGI_V11_200985 501251 503783 + 221.881881939084
10439 scaffold_76 520356 520388 + JGI_V11_200992 520141 521325 + 106.800463960945
10440 scaffold_76 548987 548988 + JGI_V11_201000 536313 558338 + 22.8703081693321
10441 scaffold_76 561905 561958 + JGI_V11_231437 560592 561945 + 761.876028129253
10442 scaffold_76 607252 607283 + JGI_V11_326142 570592 622984 + 120.468654970951
10443 scaffold_76 607396 607401 + JGI_V11_326142 570592 622984 + 7.82163585658204
10444 scaffold_76 18523 18526 - JGI_V11_326063 16445 18642 - 5.89307076667243
10445 scaffold_76 22409 22437 - JGI_V11_326064 21404 22941 - 50.2838011787154
10446 scaffold_76 22772 22791 - JGI_V11_326064 21404 22941 - 1943.94338887773
10448 scaffold_76 66782 66827 - JGI_V11_308197 62344 66994 - 430.699183246579
10449 scaffold_76 70802 70889 - JGI_V11_227411 68162 71068 - 153.421458122687
10450 scaffold_76 73402 73466 - JGI_V11_58831 72359 73461 - 309.462944738035
10451 scaffold_76 79555 79594 - JGI_V11_110578 76140 79609 - 121.163601288965
10452 scaffold_76 88380 88387 - JGI_V11_254259 85288 90319 - 13.0567520838877
10453 scaffold_76 88643 88679 - JGI_V11_254259 85288 90319 - 6.27802564526625
10454 scaffold_76 89114 89124 - JGI_V11_254259 85288 90319 - 5.55776997953178
10455 scaffold_76 90005 90073 - JGI_V11_254259 85288 90319 - 1440.99109691324
10456 scaffold_76 92852 92904 - JGI_V11_308200 90482 93101 - 346.395531684879
10459 scaffold_76 210967 210986 - JGI_V11_308173 208304 211234 - 369.419959636302
10460 scaffold_76 214394 214431 - JGI_V11_308174 212667 214608 - 1782.96829280206
10461 scaffold_76 219959 219962 - JGI_V11_299658 218673 224590 - 11.6626060643444
10462 scaffold_76 220255 220259 - JGI_V11_299658 218673 224590 - 19.3398112130583
10463 scaffold_76 224550 224626 - JGI_V11_299658 218673 224590 - 1065.29786409458
10464 scaffold_76 229217 229232 - JGI_V11_308176 227140 229427 - 235.73572818281
10465 scaffold_76 234445 234469 - JGI_V11_308207 231009 234669 - 145.511687583477
10468 scaffold_76 362921 362926 - JGI_V11_200959 358670 371673 - 11.2233089100867
10469 scaffold_76 369105 369108 - JGI_V11_200959 358670 371673 - 10.645118123355
10471 scaffold_76 453676 453690 - JGI_V11_308183 452966 454694 - 5.6183581505026
10472 scaffold_76 453850 453925 - JGI_V11_308183 452966 454694 - 96.6443391259191
10473 scaffold_76 454486 454509 - JGI_V11_308183 452966 454694 - 381.141046875879
10475 scaffold_76 514911 515062 - JGI_V11_326134 512489 515225 - 1554.32081273905
10477 scaffold_76 524371 524401 - JGI_V11_200995 522215 524588 - 148.914728062744
10480 scaffold_77 74238 74289 + JGI_V11_308231 74068 75712 + 127.795531546959
10481 scaffold_77 75852 75936 + JGI_V11_326156 75679 77769 + 227.911129115291
10485 scaffold_77 92556 92591 + JGI_V11_58979 92409 94235 + 378.144126105347
10486 scaffold_77 218189 218250 + JGI_V11_308236 218009 219966 + 164.781833643006
10487 scaffold_77 220060 220073 + JGI_V11_308237 219865 222742 + 44.400531196369
10495 scaffold_77 334088 334155 + JGI_V11_216053 333938 336008 + 269.216160812867
10496 scaffold_77 344613 344668 + JGI_V11_201054 344410 347160 + 161.63025643187
10497 scaffold_77 347463 347512 + JGI_V11_308245 347253 349413 + 635.735536291515
10498 scaffold_77 352244 352290 + JGI_V11_254419 352262 354050 + 885.176848585511
10502 scaffold_77 370359 370363 + JGI_V11_59074 370199 372309 + 74.6467892400535
10505 scaffold_77 505115 505122 + JGI_V11_308278 504962 506615 + 41.886352956745
10506 scaffold_77 526934 527025 + JGI_V11_227532 526788 527926 + 901.723720835023
10507 scaffold_77 527230 527289 + JGI_V11_227532 526788 527926 + 166.014830494048
10509 scaffold_77 63750 63806 - JGI_V11_59069 63199 63914 - 180.36088336043
10510 scaffold_77 79138 79154 - JGI_V11_299469 77268 79351 - 132.719838704306
10511 scaffold_77 118216 118221 - JGI_V11_254379 115288 118307 - 32.0101278907797
10513 scaffold_77 127700 127703 - JGI_V11_59051 127528 128813 - 5.71082290286839
10521 scaffold_77 232259 232262 - JGI_V11_326177 226476 234428 - 151.447154184137
10522 scaffold_77 234171 234245 - JGI_V11_326177 226476 234428 - 734.061543122622
10523 scaffold_77 241183 241222 - JGI_V11_110712 238797 241718 - 122.266669877144
10524 scaffold_77 246867 246908 - JGI_V11_308268 244742 247093 - 174.632345375697
10525 scaffold_77 278291 278300 - JGI_V11_308242 277388 279544 - 66.2598945105883
10526 scaffold_77 312989 312997 - JGI_V11_254408 312034 318852 - 6.3895053476304
10527 scaffold_77 317672 317692 - JGI_V11_254408 312034 318852 - 163.520011774931
10528 scaffold_77 356499 356571 - JGI_V11_254420 353750 356580 - 950.473191430094
10529 scaffold_77 376543 376684 - JGI_V11_59091 375198 376633 - 122.597733020363
10533 scaffold_77 503993 504026 - JGI_V11_227521 501126 504208 - 187.170020190996
10534 scaffold_77 508365 508383 - JGI_V11_308250 506916 508619 - 1223.5833794259
10535 scaffold_77 512644 512645 - JGI_V11_227526 510846 513028 - 42.133803392257
10538 scaffold_77 533651 533705 - JGI_V11_58991 532344 533760 - 975.643451129136
10541 scaffold_78 112172 112175 + JGI_V11_216106 110845 112865 + 28.0754072828935
10542 scaffold_78 142886 142925 + JGI_V11_326260 142326 164971 + 130.526657427203
10543 scaffold_78 143657 143659 + JGI_V11_326260 142326 164971 + 12.6518854721319
10544 scaffold_78 143818 143874 + JGI_V11_326260 142326 164971 + 204.067719379798
10545 scaffold_78 178114 178145 + JGI_V11_326263 178049 181934 + 158.037930235733
10547 scaffold_78 202675 202755 + JGI_V11_216125 202508 204659 + 54.039623175769
10549 scaffold_78 361307 361341 + JGI_V11_326305 361291 361926 + 85.1616899077829
10550 scaffold_78 444071 444072 + JGI_V11_254585 441994 444615 + 18.1102153779034
10552 scaffold_78 51908 51910 - JGI_V11_326243 50347 52391 - 29.7537180226649
10556 scaffold_78 193474 193477 - JGI_V11_308312 191632 193713 - 65.5186316933345
10558 scaffold_78 201767 201851 - JGI_V11_326268 194427 202001 - 465.224441611491
10564 scaffold_78 465505 465512 - JGI_V11_326325 464710 465709 - 457.046874846235
10566 scaffold_78 512080 512082 - JGI_V11_308306 510235 512744 - 5.78592402546021
10567 scaffold_78 512485 512513 - JGI_V11_308306 510235 512744 - 108.03371941551
10568 scaffold_78 515329 515375 - JGI_V11_308307 513856 515577 - 124.477178746002
10569 scaffold_79 72095 72129 + JGI_V11_326363 71931 74110 + 61.1225343369424
10570 scaffold_79 164723 164737 + JGI_V11_326381 164593 165945 + 105.049397346414
10572 scaffold_79 337044 337049 + JGI_V11_201180 336848 338311 + 220.134449589298
10573 scaffold_79 337240 337277 + JGI_V11_201180 336848 338311 + 141.188245384351
10574 scaffold_79 359731 359741 + JGI_V11_231459 359534 361803 + 1819.75580020475
10575 scaffold_79 360343 360347 + JGI_V11_231459 359534 361803 + 24.2902475023364
10576 scaffold_79 379884 379923 + JGI_V11_227600 379704 381371 + 178.55068510205
10577 scaffold_79 381752 381806 + JGI_V11_299546 381559 383675 + 435.502962517355
10578 scaffold_79 384981 385003 + JGI_V11_227604 384802 387748 + 46.7731335245316
10579 scaffold_79 437545 437736 + JGI_V11_201201 437345 439588 + 828.276933999048
10579.1 scaffold_79 437545 437736 + JGI_V11_59258 437523 438281 + 828.276933999048
10580 scaffold_79 438208 438209 + JGI_V11_201201 437345 439588 + 10.7157903634503
10580.1 scaffold_79 438208 438209 + JGI_V11_59258 437523 438281 + 10.7157903634503
10581 scaffold_79 439654 439689 + JGI_V11_254730 439502 443197 + 71.0632716730678
10583 scaffold_79 507165 507172 + JGI_V11_254743 506807 509622 + 101.149285770716
10584 scaffold_79 511253 511261 + JGI_V11_326454 511084 513576 + 417.235008734852
10585 scaffold_79 518713 518792 + JGI_V11_231461 518514 520085 + 282.509624037615
10588 scaffold_79 85778 85802 - JGI_V11_201152 82644 85880 - 38.234540083252
10590 scaffold_79 142505 142519 - JGI_V11_201160 140713 142674 - 164.42271760105
10591 scaffold_79 153410 153417 - JGI_V11_254653 153027 158911 - 285.868096730682
10592 scaffold_79 153588 153595 - JGI_V11_254653 153027 158911 - 6.00204529271081
10593 scaffold_79 203165 203169 - JGI_V11_326383 187020 203344 - 65.4322234830981
10594 scaffold_79 210083 210084 - JGI_V11_308328 207844 211331 - 48.6823150417523
10595 scaffold_79 211076 211180 - JGI_V11_308328 207844 211331 - 1249.72301784225
10596 scaffold_79 217341 217381 - JGI_V11_326386 212291 220128 - 118.161357353324
10597 scaffold_79 220050 220066 - JGI_V11_326386 212291 220128 - 19.9256912993513
10598 scaffold_79 259318 259325 - JGI_V11_254676 258119 259477 - 730.931075260437
10600 scaffold_79 271390 271396 - JGI_V11_110932 270258 272383 - 15.0354838876366
10601 scaffold_79 271605 271613 - JGI_V11_110932 270258 272383 - 1010.90674615279
10602 scaffold_79 274101 274141 - JGI_V11_59257 273515 274167 - 158.173995135031
10605 scaffold_79 284105 284107 - JGI_V11_308332 283653 284817 - 258.976530160774
10606 scaffold_79 284434 284458 - JGI_V11_308332 283653 284817 - 20.3397003964432
10607 scaffold_79 284612 284619 - JGI_V11_308332 283653 284817 - 599.111721909613
10609 scaffold_79 310310 310311 - JGI_V11_18318 309984 310588 - 9.36393025083766
10611 scaffold_79 313920 313927 - JGI_V11_326410 312131 314142 - 943.46293457076
10612 scaffold_79 319845 319849 - JGI_V11_59192 319263 319876 - 55.1925875718044
10614 scaffold_79 323058 323116 - JGI_V11_254695 321934 323844 - 178.281245533496
10615 scaffold_79 323327 323329 - JGI_V11_254695 321934 323844 - 185.330125419402
10616 scaffold_79 325371 325392 - JGI_V11_18338 324802 325406 - 160.748820863359
10618 scaffold_79 369233 369235 - JGI_V11_254703 367724 369394 - 76.5020073346794
10619 scaffold_79 372925 372929 - JGI_V11_254705 372339 373036 - 110.013161246991
10620 scaffold_79 379644 379668 - JGI_V11_59219 376846 379751 - 11.451967146171
