chr	start	end	breadth	score	strand	nTSSs	SI
9209	scaffold_77	352249	352290	42	3	+	8923	-1.45455274481061
9210	scaffold_77	370362	370363	2	2	+	775	1.21192315763537
9211	scaffold_77	372836	372864	29	3	+	2646	-2.15855428868765
9212	scaffold_77	372906	372944	39	3	+	8655	-2.37433866543341
9213	scaffold_77	505115	505119	5	3	+	558	0.360372598898791
9214	scaffold_77	526940	526949	10	3	+	7012	-0.932032682479413
9215	scaffold_77	526984	526989	6	3	+	8072	-1.50833243375796
9216	scaffold_77	527230	527240	11	3	+	1316	-0.163279714791165
9217	scaffold_77	547915	547916	2	3	+	2695	0.954775421394285
9218	scaffold_77	63779	63780	2	1	-	1243	-1.65719552169926
9219	scaffold_77	79138	79154	17	3	-	1562	-1.05492773405937
9220	scaffold_77	127428	127436	9	3	-	755	0.0129520177298603
9221	scaffold_77	135850	135868	19	3	-	4043	-1.24389183739044
9222	scaffold_77	136312	136321	10	3	-	69095	-0.0661964154759844
9223	scaffold_77	136395	136399	5	3	-	5832	-0.16744152776806
9224	scaffold_77	136465	136466	2	3	-	1231	0.733926032516395
9225	scaffold_77	143762	143775	14	3	-	1588	-1.68979676998412
9226	scaffold_77	143848	143849	2	3	-	732	0.531374700184118
9227	scaffold_77	144076	144077	2	3	-	1133	0.875608236473379
9228	scaffold_77	225670	225712	43	3	-	4997	-2.63390065887686
9229	scaffold_77	232259	232262	4	3	-	1548	0.24432491256925
9230	scaffold_77	234179	234234	56	3	-	7408	-2.43040507104681
9231	scaffold_77	241214	241215	2	1	-	789	-0.796125833907047
9232	scaffold_77	246880	246893	14	3	-	1898	-1.95439212194468
9233	scaffold_77	278299	278300	2	1	-	500	0.0954890433968489
9234	scaffold_77	317679	317684	6	3	-	1555	-0.415060592631102
9235	scaffold_77	356509	356557	49	3	-	8953	-2.43379932017409
9236	scaffold_77	376683	376684	2	2	-	528	-0.100239011818357
9237	scaffold_77	472667	472668	2	3	-	981	0.0310811625982688
9238	scaffold_77	472773	472774	2	1	-	446	1.01514117316343
9239	scaffold_77	493201	493211	11	3	-	3060	-0.358978504794428
9240	scaffold_77	501083	501084	2	3	-	1587	-0.334029448594514
9241	scaffold_77	504000	504011	12	3	-	2057	-1.49874417742942
9242	scaffold_77	508367	508382	16	3	-	11619	-1.24102513097619
9243	scaffold_77	512644	512645	2	2	-	624	1.0182359020099
9244	scaffold_77	513088	513092	5	3	-	58421	0.764942500421423
9245	scaffold_77	522493	522501	9	3	-	6804	-0.885770685242496
9246	scaffold_77	533675	533699	25	3	-	9367	-1.75085157047326
9247	scaffold_78	92200	92214	15	3	+	1811	-1.25843251181183
9248	scaffold_78	112174	112175	2	1	+	525	-0.0164999295285524
9249	scaffold_78	142886	142899	14	3	+	1823	-1.28304832241931
9250	scaffold_78	143658	143659	2	1	+	2838	-0.280208305326007
9251	scaffold_78	143820	143822	3	3	+	541	-0.997401428742953
9252	scaffold_78	143870	143874	5	3	+	1765	-0.735342348762538
9253	scaffold_78	178114	178141	28	3	+	1811	-2.25415997543106
9254	scaffold_78	223348	223353	6	3	+	1144	0.417867012665829
9255	scaffold_78	444071	444072	2	1	+	330	0.108735192574087
9256	scaffold_78	503923	503929	7	3	+	3329	-0.272025350195799
9257	scaffold_78	51908	51909	2	1	-	358	-0.123332317652114
9258	scaffold_78	165721	165722	2	3	-	761	0.571500272502672
9259	scaffold_78	177784	177817	34	3	-	14264	-1.85337198956868
9260	scaffold_78	184151	184152	2	2	-	779	-1.51647168478499
9261	scaffold_78	193476	193477	2	2	-	702	0.900673012790528
9262	scaffold_78	193735	193755	21	3	-	4575	-2.75566903403831
9263	scaffold_78	193780	193812	33	3	-	6473	-2.31562859074766
9264	scaffold_78	201800	201826	27	3	-	4541	-2.30853571552147
9265	scaffold_78	212723	212747	25	3	-	2724	-2.06877483577647
9266	scaffold_78	246721	246722	2	3	-	895	0.480355471578634
9267	scaffold_78	260685	260686	2	3	-	914	-0.0668015362588581
9268	scaffold_78	265452	265469	18	3	-	2765	-2.107838202388
9269	scaffold_78	465505	465512	8	3	-	4123	0.448718910530935
9270	scaffold_78	502177	502184	8	3	-	904	-1.54015162081489
9271	scaffold_784	31392	31393	2	1	-	779	-2.05669643529708
9272	scaffold_79	72102	72103	2	1	+	484	0.442386071188367
9273	scaffold_79	164723	164729	7	3	+	992	-0.508250786302959
9274	scaffold_79	337045	337049	5	3	+	2237	0.255446044251326
9275	scaffold_79	337266	337267	2	3	+	1155	0.474182611246891
9276	scaffold_79	359734	359738	5	3	+	24947	0.214707244362397
9277	scaffold_79	360344	360347	4	3	+	420	-0.754369833808088
9278	scaffold_79	379884	379905	22	3	+	1658	-1.17816557191151
9279	scaffold_79	381761	381769	9	3	+	3374	0.066243551886896
9280	scaffold_79	437545	437570	26	3	+	5221	-1.09043724644987
9281	scaffold_79	437617	437620	4	3	+	973	-0.249506717677639
9282	scaffold_79	437702	437717	16	3	+	1952	-1.92866552817824
9283	scaffold_79	438208	438209	2	1	+	374	0.3137879719753
9284	scaffold_79	493575	493582	8	3	+	4441	-0.351228815480779
9285	scaffold_79	507165	507172	8	3	+	1156	-0.632404475918102
9286	scaffold_79	511254	511258	5	3	+	4093	-0.0177345371726521
9287	scaffold_79	518713	518725	13	3	+	2183	-0.705857049238682
9288	scaffold_79	534047	534048	2	1	+	381	0.779928371069663
9289	scaffold_79	556125	556129	5	3	+	2826	0.343794990019303
9290	scaffold_79	99482	99485	4	3	-	1152	-2.6022426317828
9291	scaffold_79	142516	142518	3	3	-	2235	0.462274821302129
9292	scaffold_79	153410	153415	6	3	-	2755	0.212195950986685
9293	scaffold_79	203165	203166	2	3	-	696	0.196821514808507
9294	scaffold_79	210083	210084	2	2	-	646	1.3785696819873
9295	scaffold_79	211102	211169	68	3	-	12352	-3.18686761097916
9296	scaffold_79	217357	217361	5	3	-	1143	-1.25639863924624
9297	scaffold_79	259318	259325	8	3	-	8599	0.308894372095808
9298	scaffold_79	271390	271391	2	1	-	347	0.355631318156144
9299	scaffold_79	271608	271612	5	3	-	9658	0.715803422047672
9300	scaffold_79	274108	274109	2	3	-	1746	-0.813175620375473
9301	scaffold_79	274309	274311	3	3	-	10362	0.893949015609459
9302	scaffold_79	277637	277638	2	3	-	4715	1.01708667144174
9303	scaffold_79	284105	284106	2	3	-	198	-0.0962057276787429
9304	scaffold_79	284443	284444	2	1	-	400	-0.432304653841241
9305	scaffold_79	284612	284617	6	3	-	5876	-0.0621430135791874
9306	scaffold_79	288353	288358	6	3	-	7046	0.745568511276451
9307	scaffold_79	310310	310311	2	1	-	317	0.699416092096362
9308	scaffold_79	310955	310960	6	3	-	8483	0.614905924963075
9309	scaffold_79	313920	313925	6	3	-	9263	0.59659424736804
9310	scaffold_79	319848	319849	2	2	-	830	0.012086576500961
9311	scaffold_79	320060	320065	6	3	-	4376	0.263733233018904
9312	scaffold_79	323065	323071	7	3	-	1979	-0.845734003840565
9313	scaffold_79	323115	323116	2	1	-	607	-0.814310822475512
9314	scaffold_79	323327	323328	2	3	-	1801	0.91388167332736
9315	scaffold_79	325371	325384	14	3	-	1631	-0.698631048257496
9316	scaffold_79	325587	325588	2	3	-	1826	1.46665143985267
9317	scaffold_79	369233	369234	2	3	-	761	0.998458452240129
9318	scaffold_79	372925	372928	4	3	-	1093	-0.116082369897508
9319	scaffold_79	384341	384342	2	2	-	642	0.235657319432264
9320	scaffold_79	384728	384763	36	3	-	6597	-2.70996808505718
9321	scaffold_79	422982	422985	4	3	-	2620	-0.521075859709627
9322	scaffold_79	424108	424135	28	3	-	1565	-2.60260528218036
9323	scaffold_79	426081	426107	27	3	-	15460	-1.74334305353863
9324	scaffold_79	474648	474653	6	3	-	770	-0.908354597997287
9325	scaffold_79	516997	517004	8	3	-	1316	-2.60375656170464
9326	scaffold_79	517059	517067	9	3	-	847	-0.942148886784655
9327	scaffold_79	527480	527481	2	3	-	4383	0.395745508315981
9328	scaffold_79	554247	554251	5	3	-	1209	-1.8130452123645
9329	scaffold_794	6573	6574	2	1	+	128	1.76812767568729
9330	scaffold_8	12268	12313	46	3	+	5312	-2.32050880958054
9331	scaffold_8	18417	18482	66	3	+	32380	-0.752437966874616
9332	scaffold_8	18800	18802	3	3	+	1127	0.118748871565599
9333	scaffold_8	26074	26075	2	3	+	609	1.23332589419981
9334	scaffold_8	30717	30721	5	3	+	1075	-0.737470237259127
9335	scaffold_8	39312	39313	2	1	+	303	-0.794907120523045
9336	scaffold_8	130802	130811	10	3	+	1616	-2.2388813368881
9337	scaffold_8	131857	131861	5	3	+	1347	-0.214762912249983
9338	scaffold_8	144983	144988	6	3	+	6406	0.191839080141495
9339	scaffold_8	152923	152924	2	1	+	730	-1.04785626760331
9340	scaffold_8	170918	170919	2	3	+	1035	1.16484639099751
9341	scaffold_8	186956	186957	2	3	+	1269	0.532038608368877
9342	scaffold_8	205109	205150	42	3	+	12125	-2.39379114440143
9343	scaffold_8	205366	205367	2	2	+	561	-0.182654459861681
9344	scaffold_8	247421	247433	13	3	+	1058	-1.30164220219483
9345	scaffold_8	271707	271716	10	3	+	1425	-0.119506544457229
9346	scaffold_8	294141	294142	2	3	+	4614	1.26921628227203
9347	scaffold_8	300867	300879	13	3	+	3074	-1.53348017526895
9348	scaffold_8	320151	320157	7	3	+	4808	0.335479038090159
9349	scaffold_8	329333	329345	13	3	+	9802	-1.03441056211707
9350	scaffold_8	360441	360484	44	3	+	7546	-2.57715094205172
9351	scaffold_8	411532	411557	26	3	+	3158	-1.25172157819173
9352	scaffold_8	601534	601535	2	1	+	235	1.08578686808415
9353	scaffold_8	601581	601582	2	1	+	775	-0.143128462490401
9354	scaffold_8	617950	617955	6	3	+	7251	0.736898017659219
9355	scaffold_8	649772	649773	2	2	+	678	-0.0661247035418824
9356	scaffold_8	682473	682478	6	3	+	3020	0.387926404673217
9357	scaffold_8	735344	735355	12	3	+	847	-0.56483488454926
9358	scaffold_8	735392	735410	19	3	+	2289	-2.44175729071414
9359	scaffold_8	805907	805929	23	3	+	2349	-1.5571611792266
9360	scaffold_8	807143	807144	2	1	+	363	0.464846202732393
9361	scaffold_8	818069	818111	43	3	+	3405	-2.51355314249083
9362	scaffold_8	822191	822199	9	3	+	6380	0.631039983651621
9363	scaffold_8	877796	877851	56	3	+	24425	-1.57874308234806
9364	scaffold_8	878337	878338	2	3	+	831	-0.963795542944011
9365	scaffold_8	879112	879116	5	3	+	1028	-0.428750761655634
9366	scaffold_8	883741	883794	54	3	+	4953	-2.74525983191219
9367	scaffold_8	885398	885449	52	3	+	3208	-3.14934248555506
9368	scaffold_8	917736	917764	29	3	+	3944	-2.08051539687981
9369	scaffold_8	919351	919352	2	1	+	342	1.12855023611719
9370	scaffold_8	932450	932454	5	3	+	854	0.291158256102686
9371	scaffold_8	987289	987313	25	3	+	7000	-0.904935120125263
9372	scaffold_8	1018277	1018286	10	3	+	5391	-0.549968399060126
9373	scaffold_8	1018307	1018334	28	3	+	8517	-2.09587187095155
9374	scaffold_8	1024150	1024160	11	3	+	1852	-1.0687580293655
9375	scaffold_8	1027503	1027507	5	3	+	3239	-0.565882264608967
9376	scaffold_8	1080960	1080997	38	3	+	10563	-2.14385249123631
9377	scaffold_8	1081541	1081551	11	3	+	1472	-1.28200893175565
9378	scaffold_8	1088588	1088589	2	3	+	2971	0.635780762630586
9379	scaffold_8	1224040	1224041	2	2	+	950	-0.53243201828764
9380	scaffold_8	1224072	1224076	5	3	+	1807	-1.29062953035519
9381	scaffold_8	1287235	1287273	39	3	+	4537	-2.69640834838664
9382	scaffold_8	1287474	1287480	7	3	+	470	0.110380063603838
9383	scaffold_8	1320011	1320012	2	2	+	586	1.57987976497996
9384	scaffold_8	1372066	1372067	2	3	+	688	0.469735105325309
9385	scaffold_8	1382889	1382890	2	1	+	530	0.947090442347622
9386	scaffold_8	1383610	1383611	2	2	+	425	0.771803995694001
9387	scaffold_8	1396397	1396436	40	3	+	4835	-2.2956154537213
9388	scaffold_8	1399714	1399741	28	3	+	3922	-2.51961393710085
9389	scaffold_8	1399810	1399811	2	1	+	806	-0.806578916278853
9390	scaffold_8	1400142	1400143	2	1	+	343	-1.06314318749331
9391	scaffold_8	1404076	1404077	2	2	+	697	-0.00219971939017594
9392	scaffold_8	1408520	1408521	2	3	+	1074	0.857940140093904
9393	scaffold_8	1409650	1409653	4	3	+	367	0.61024573983876
9394	scaffold_8	1422482	1422483	2	3	+	2943	0.615604891063654
9395	scaffold_8	1487470	1487478	9	3	+	2048	-1.66032436481037
9396	scaffold_8	1566261	1566265	5	3	+	694	-0.14816105896262
9397	scaffold_8	1569519	1569522	4	3	+	3818	0.610456313484326
9398	scaffold_8	1579894	1579912	19	3	+	1664	-1.60966639110375
9399	scaffold_8	1583365	1583366	2	2	+	453	0.981096244909499
9400	scaffold_8	1592868	1592903	36	3	+	4501	-1.49926959431869
9401	scaffold_8	1627193	1627224	32	3	+	24043	0.520412167790539
9402	scaffold_8	1630040	1630077	38	3	+	2786	-2.16476060082774
9403	scaffold_8	1640624	1640685	62	3	+	32318	-2.21420186568785
9404	scaffold_8	1642116	1642147	32	3	+	7157	-1.92463293345119
9405	scaffold_8	1677633	1677645	13	3	+	809	-1.19169464290038
9406	scaffold_8	1677718	1677762	45	3	+	4963	-2.21621068139945
9407	scaffold_8	1681328	1681329	2	3	+	2194	-0.863301029230187
9408	scaffold_8	1682172	1682177	6	3	+	1900	-0.388947398254946
9409	scaffold_8	1706365	1706378	14	3	+	2658	-0.991109468473603
9410	scaffold_8	1805393	1805394	2	1	+	301	1.6541839026944
9411	scaffold_8	1876829	1876830	2	2	+	424	0.984675821013953
9412	scaffold_8	1946092	1946178	87	3	+	26615	-2.84145673462365
9413	scaffold_8	1975831	1975834	4	3	+	2820	0.188650760350092
9414	scaffold_8	1977156	1977177	22	3	+	1823	-2.15485185015266
9415	scaffold_8	2010780	2010791	12	3	+	2832	-0.471799549688149
9416	scaffold_8	2013346	2013410	65	3	+	8419	-2.13776881265392
9417	scaffold_8	2013913	2013914	2	1	+	453	1.67661858662268
9418	scaffold_8	2016506	2016507	2	1	+	522	-0.447211793636363
9419	scaffold_8	2016529	2016530	2	1	+	1443	-1.78111310367815
9420	scaffold_8	2028403	2028409	7	3	+	837	-0.543527669769431
9421	scaffold_8	2028742	2028743	2	3	+	1482	0.846534263786717
9422	scaffold_8	2032454	2032516	63	3	+	41936	-2.08211997477078
9423	scaffold_8	2032995	2032996	2	1	+	836	-1.47718668809834
9424	scaffold_8	2033022	2033023	2	3	+	1586	-1.43884543203216
9425	scaffold_8	2033395	2033396	2	2	+	793	-0.145443651281635
9426	scaffold_8	2033637	2033639	3	3	+	1706	1.36888151032322
9427	scaffold_8	2035014	2035025	12	3	+	1103	-0.860313844044058
9428	scaffold_8	2060825	2060851	27	3	+	4096	-2.53382784718155
9429	scaffold_8	2112815	2112849	35	3	+	15392	-0.818690796088409
9430	scaffold_8	2120035	2120058	24	3	+	3893	-1.79647496473724
9431	scaffold_8	2127491	2127497	7	3	+	9403	0.326008651101352
9432	scaffold_8	2129894	2129895	2	1	+	406	0.782822005380269
9433	scaffold_8	2145761	2145762	2	3	+	1281	1.26078066487526
9434	scaffold_8	2145839	2145864	26	3	+	3347	-2.50628461068811
9435	scaffold_8	2148963	2149001	39	3	+	3725	-2.58021400531905
9436	scaffold_8	2155615	2155645	31	3	+	2873	-2.01816182473034
9437	scaffold_8	2155669	2155686	18	3	+	16204	-0.712583851142165
9438	scaffold_8	2155977	2155978	2	1	+	334	1.05188296121843
9439	scaffold_8	2230802	2230807	6	3	+	334	-0.0694950782147239
9440	scaffold_8	2266496	2266534	39	3	+	9905	-2.14106303714673
9441	scaffold_8	15723	15730	8	3	-	2278	0.41728540344286
9442	scaffold_8	15888	15924	37	3	-	3087	-0.647443343814535
9443	scaffold_8	16083	16117	35	3	-	5749	-2.02266021955058
9444	scaffold_8	16152	16153	2	1	-	1012	0.935668866658253
9445	scaffold_8	16334	16338	5	3	-	24718	1.33937468019969
9446	scaffold_8	33211	33228	18	3	-	951	-1.26119007376255
9447	scaffold_8	33280	33305	26	3	-	2931	-0.997558698587569
9448	scaffold_8	33451	33473	23	3	-	1069	-0.341652144041173
9449	scaffold_8	33909	33910	2	1	-	726	-0.0796508087985668
9450	scaffold_8	43651	43655	5	3	-	3057	-0.564816284934515
9451	scaffold_8	49319	49339	21	3	-	5065	-2.85062611737983
9452	scaffold_8	49361	49394	34	3	-	4864	-2.29604582236114
9453	scaffold_8	116155	116156	2	1	-	503	-0.75808343847741
9454	scaffold_8	124012	124032	21	3	-	1390	-1.42130760010083
9455	scaffold_8	125119	125123	5	3	-	6027	0.136343787755751
9456	scaffold_8	130345	130356	12	3	-	1353	-0.168245188612364
9457	scaffold_8	143783	143788	6	3	-	3408	-2.4467755157858
9458	scaffold_8	143818	143859	42	3	-	4916	-2.33389490189483
9459	scaffold_8	151997	152000	4	3	-	2205	-1.79644802655437
9460	scaffold_8	174575	174579	5	3	-	852	-0.645286892030799
9461	scaffold_8	175628	175633	6	3	-	16530	1.29125503158437
9462	scaffold_8	177578	177579	2	1	-	400	1.01985238203955
9463	scaffold_8	179382	179384	3	3	-	2725	-1.88542813702614
9464	scaffold_8	179408	179443	36	3	-	5907	-3.04809309706151
9465	scaffold_8	179463	179487	25	3	-	3148	-2.12012021955044
9466	scaffold_8	179542	179553	12	3	-	1618	-1.52351249867622
9467	scaffold_8	181894	181904	11	3	-	4292	-1.03028734388445
9468	scaffold_8	182140	182150	11	3	-	70176	-0.0547293280384125
9469	scaffold_8	244200	244201	2	3	-	1040	1.0338620795399
9470	scaffold_8	244252	244253	2	2	-	659	-0.207568936077429
9471	scaffold_8	249478	249493	16	3	-	2927	-2.56395823657423
9472	scaffold_8	249513	249524	12	3	-	1530	-2.23622513557709
9473	scaffold_8	259577	259581	5	3	-	1117	-0.256425549786754
9474	scaffold_8	265679	265681	3	3	-	8225	0.337748509857728
9475	scaffold_8	265743	265745	3	3	-	1323	-0.278557913897778
9476	scaffold_8	300399	300418	20	3	-	1495	-2.58738842615133
9477	scaffold_8	307124	307130	7	3	-	1142	-0.461568381068644
9478	scaffold_8	307274	307275	2	1	-	1098	-0.900907267311367
9479	scaffold_8	307308	307309	2	3	-	784	0.00287528607389187
9480	scaffold_8	307550	307551	2	3	-	2567	-1.3612878554361
9481	scaffold_8	307571	307576	6	3	-	1507	-1.19746938015381
9482	scaffold_8	308978	308994	17	3	-	694	0.535989194000966
9483	scaffold_8	313218	313219	2	2	-	1190	-0.88243394732095
9484	scaffold_8	313254	313258	5	3	-	847	-0.465519773342979
9485	scaffold_8	313421	313422	2	1	-	664	-0.639329036802936
9486	scaffold_8	317461	317475	15	3	-	30764	-0.664017697098143
9487	scaffold_8	317496	317537	42	3	-	30528	-0.711084968275971
9488	scaffold_8	317583	317598	16	3	-	1706	-1.02434980771669
9489	scaffold_8	327699	327700	2	3	-	808	-1.12100581016559
9490	scaffold_8	338742	338757	16	3	-	2157	-1.52033486946957
9491	scaffold_8	348338	348341	4	3	-	2053	-2.2984187203233
9492	scaffold_8	348382	348383	2	2	-	568	0.120648369689998
9493	scaffold_8	377045	377046	2	3	-	1315	0.578976694935485
9494	scaffold_8	380928	380933	6	3	-	2698	-0.606965239674157
9495	scaffold_8	382754	382755	2	3	-	936	0.81576162927818
9496	scaffold_8	382921	382931	11	3	-	9194	0.113720864157048
9497	scaffold_8	382966	382977	12	3	-	4430	-0.563066848875677
9498	scaffold_8	401477	401483	7	3	-	15525	-0.202098139957055
9499	scaffold_8	403124	403129	6	3	-	5369	-0.184720604014013
9500	scaffold_8	403172	403173	2	3	-	1504	-0.12210132196138
9501	scaffold_8	403867	403874	8	3	-	3659	-0.391744763535006
9502	scaffold_8	410805	410833	29	3	-	1980	-2.38322321422928
9503	scaffold_8	414958	414959	2	2	-	858	-1.38556320932551
9504	scaffold_8	415018	415072	55	3	-	7170	-2.47290805346013
9505	scaffold_8	498380	498398	19	3	-	2009	-1.62418424609209
9506	scaffold_8	504603	504623	21	3	-	1004	-1.52854185363015
9507	scaffold_8	537040	537048	9	3	-	6811	-0.250368987079264
9508	scaffold_8	551173	551177	5	3	-	2057	-0.105129313260643
9509	scaffold_8	551464	551465	2	3	-	822	-0.990429275289283
9510	scaffold_8	565578	565579	2	2	-	577	0.57921997661274
9511	scaffold_8	566151	566157	7	3	-	8155	0.258459695377968
9512	scaffold_8	567051	567052	2	3	-	795	-0.250573385463197
9513	scaffold_8	572936	572945	10	3	-	4289	0.232820399105268
9514	scaffold_8	578496	578505	10	3	-	1865	-0.102503367881902
9515	scaffold_8	582662	582691	30	3	-	5181	-2.1653446414901
9516	scaffold_8	642230	642231	2	1	-	116	0.937479490157595
9517	scaffold_8	709368	709372	5	3	-	973	-0.742985000153678
9518	scaffold_8	732099	732112	14	3	-	7313	-0.0381102105227042
9519	scaffold_8	735190	735191	2	3	-	1460	-1.78100960495183
9520	scaffold_8	761791	761795	5	3	-	1585	-0.82595824063011
9521	scaffold_8	762893	762894	2	3	-	1402	1.0318820812575
9522	scaffold_8	897061	897089	29	3	-	4440	-1.70129730255881
9523	scaffold_8	901152	901153	2	2	-	739	1.4640507826456
9524	scaffold_8	901355	901361	7	3	-	10593	0.0404884577561919
9525	scaffold_8	902746	902747	2	3	-	623	1.26292626854759
9526	scaffold_8	907842	907865	24	3	-	2827	-1.26758170491173
9527	scaffold_8	951180	951182	3	3	-	891	0.705531477693723
9528	scaffold_8	953817	953818	2	3	-	1119	-0.676779648788585
9529	scaffold_8	954012	954013	2	2	-	477	0.43760694510523
9530	scaffold_8	960495	960556	62	3	-	14855	-2.3893676817785
9531	scaffold_8	983584	983605	22	3	-	2701	-2.75052134122928
9532	scaffold_8	996356	996360	5	3	-	1655	-0.0757392555652525
9533	scaffold_8	1005507	1005508	2	1	-	593	-0.261571507034842
9534	scaffold_8	1005572	1005576	5	3	-	1830	-0.743340764193414
9535	scaffold_8	1005752	1005773	22	3	-	744	-0.477107393133688
9536	scaffold_8	1006169	1006173	5	3	-	6231	0.00356756685353088
9537	scaffold_8	1006219	1006251	33	3	-	2883	-1.9562831286051
9538	scaffold_8	1006271	1006272	2	2	-	1032	-1.18608695637088
9539	scaffold_8	1006335	1006336	2	2	-	891	-0.166385626899526
9540	scaffold_8	1007167	1007175	9	3	-	195502	1.10950542976465
9541	scaffold_8	1058129	1058130	2	2	-	673	1.02705768839734
9542	scaffold_8	1074602	1074605	4	3	-	1367	0.00162987931549186
9543	scaffold_8	1119426	1119429	4	3	-	2718	-0.308777987712906
9544	scaffold_8	1119466	1119467	2	1	-	400	-0.65292588302965
9545	scaffold_8	1175581	1175582	2	1	-	428	0.244904750448499
9546	scaffold_8	1227360	1227401	42	3	-	8794	-2.35679031057828
9547	scaffold_8	1238658	1238678	21	3	-	1366	-0.181330984879435
9548	scaffold_8	1247139	1247143	5	3	-	1774	-0.85338379047693
9549	scaffold_8	1265059	1265097	39	3	-	4040	-2.64923591818423
9550	scaffold_8	1273744	1273766	23	3	-	4014	-1.97029182598552
9551	scaffold_8	1286214	1286220	7	3	-	20322	-0.237142004158811
9552	scaffold_8	1349995	1350003	9	3	-	1594	-1.90285767727279
9553	scaffold_8	1355815	1355856	42	3	-	7398	-1.10676606401603
9554	scaffold_8	1371765	1371790	26	3	-	1648	-1.42622673776479
9555	scaffold_8	1377753	1377759	7	3	-	6862	-0.666728799350439
9556	scaffold_8	1394276	1394307	32	3	-	3563	-2.41447884131609
9557	scaffold_8	1394330	1394331	2	3	-	1005	0.494063800162782
9558	scaffold_8	1449736	1449741	6	3	-	1962	-1.8242085639838
9559	scaffold_8	1452588	1452592	5	3	-	1930	-0.843069116492488
9560	scaffold_8	1453683	1453741	59	3	-	30772	-1.93391067546654
9561	scaffold_8	1556376	1556404	29	3	-	3601	-2.01447568230623
9562	scaffold_8	1559641	1559674	34	3	-	15256	-0.596207137995375
9563	scaffold_8	1560498	1560530	33	3	-	3104	-1.16137428730912
9564	scaffold_8	1560578	1560592	15	3	-	43451	0.225002230022552
9565	scaffold_8	1560621	1560641	21	3	-	2359	-1.58637683490018
9566	scaffold_8	1564082	1564085	4	3	-	1438	0.769038897766919
9567	scaffold_8	1574643	1574644	2	1	-	335	0.883143313401143
9568	scaffold_8	1574867	1574884	18	3	-	79772	0.278449979465738
9569	scaffold_8	1589998	1590027	30	3	-	3721	-2.76301656380386
9570	scaffold_8	1622295	1622302	8	3	-	1951	-0.426573061214482
9571	scaffold_8	1624040	1624053	14	3	-	1610	-1.8549293558459
9572	scaffold_8	1656614	1656615	2	2	-	520	0.911470994511002
9573	scaffold_8	1659244	1659262	19	3	-	8246	-1.03121741498633
9574	scaffold_8	1671394	1671401	8	3	-	2141	-0.984476049869455
9575	scaffold_8	1688887	1688888	2	1	-	350	0.53478100350014
9576	scaffold_8	1804792	1804793	2	3	-	1729	-0.646580826045072
9577	scaffold_8	1916693	1916704	12	3	-	10070	-0.47206296431936
9578	scaffold_8	1921394	1921395	2	1	-	478	-0.78742211826777
9579	scaffold_8	1933158	1933169	12	3	-	517	-1.17356658129847
9580	scaffold_8	1933405	1933409	5	3	-	3144	0.628316086748165
9581	scaffold_8	1943748	1943769	22	3	-	6452	-1.04531279140605
9582	scaffold_8	1961976	1961977	2	3	-	1230	0.327588578821894
9583	scaffold_8	1963557	1963558	2	1	-	1414	-2.35668077119564
9584	scaffold_8	1963604	1963627	24	3	-	18838	-0.337914572174298
9585	scaffold_8	1997494	1997495	2	3	-	996	0.730108031545287
9586	scaffold_8	2000955	2001024	70	3	-	40511	0.0810031895342898
9587	scaffold_8	2003159	2003164	6	3	-	1297	-0.878788831167665
9588	scaffold_8	2010205	2010218	14	3	-	1272	-1.18219203375121
9589	scaffold_8	2100934	2100935	2	3	-	744	1.03537580406978
9590	scaffold_8	2176399	2176424	26	3	-	16917	-0.856245365908558
9591	scaffold_8	2208799	2208801	3	3	-	2227	0.383478890230921
9592	scaffold_8	2218533	2218534	2	1	-	235	0.748150859826689
9593	scaffold_8	2222848	2222871	24	3	-	4698	-1.37606905817308
9594	scaffold_8	2242056	2242060	5	3	-	1154	-0.115770457227597
9595	scaffold_80	10940	10957	18	3	+	2649	-1.7821690825207
9596	scaffold_80	10992	10993	2	1	+	1953	-1.73465932573357
9597	scaffold_80	65689	65695	7	3	+	1225	-1.63612000321228
9598	scaffold_80	69395	69426	32	3	+	4539	-1.97787203819152
9599	scaffold_80	69550	69553	4	3	+	1629	-1.18411787042417
9600	scaffold_80	69595	69627	33	3	+	4416	-2.665349350535
9601	scaffold_80	69655	69658	4	3	+	2662	-1.88664244968098
9602	scaffold_80	144042	144045	4	3	+	719	0.0304874904327406
9603	scaffold_80	166221	166222	2	2	+	553	1.09649359802713
9604	scaffold_80	215666	215667	2	3	+	587	-0.299704466393447
9605	scaffold_80	218618	218626	9	3	+	16167	0.178786482497661
9606	scaffold_80	232470	232474	5	3	+	3875	0.232750570761053
9607	scaffold_80	232495	232498	4	3	+	5258	-0.974661105254799
9608	scaffold_80	235246	235247	2	2	+	971	-0.310142094131991
9609	scaffold_80	253751	253753	3	3	+	538	-0.158423879864398
9610	scaffold_80	355129	355130	2	1	+	426	1.18166188303256
9611	scaffold_80	399870	399871	2	1	+	489	0.403249910288116
9612	scaffold_80	402704	402705	2	3	+	739	-0.691033722530487
9613	scaffold_80	402731	402740	10	3	+	2601	-0.923329664608816
9614	scaffold_80	406168	406169	2	3	+	1128	1.0591980648604
9615	scaffold_80	418700	418701	2	3	+	1155	0.383246267939633
9616	scaffold_80	462379	462380	2	3	+	1669	0.402656926795961
9617	scaffold_80	465064	465065	2	2	+	462	1.22446954629716
9618	scaffold_80	479089	479113	25	3	+	2358	-2.25519566143168
