promoter_ID	chr	start	end	strand	gene	GO_ID	KOG_JGI	KOG_ID	FlyBase_id_representative_homolog	interprot_representative_homolog
scaffold_14_1284489_1284496_+	scaffold_14	1284489	1284496	+	JGI_V11_301577	0	KOG3544	KOG3544	FBgn0034157	Q9V7U0
scaffold_14_1429412_1429421_+	scaffold_14	1429412	1429421	+	JGI_V11_100364	0	0	0	0	0
scaffold_14_1435088_1435183_+	scaffold_14	1435088	1435183	+	JGI_V11_239833	0	KOG3339	KOG3339	FBgn0030645	Q9VXU7
scaffold_14_1518202_1518312_+	scaffold_14	1518202	1518312	+	JGI_V11_301595	0	0	0	0	0
scaffold_14_1518644_1518650_+	scaffold_14	1518644	1518650	+	JGI_V11_301595	0	0	0	0	0
scaffold_14_121795_121830_-	scaffold_14	121795	121830	-	JGI_V11_223192	0	0	0	0	0
scaffold_14_122085_122095_-	scaffold_14	122085	122095	-	JGI_V11_223192	0	0	0	0	0
scaffold_14_124032_124102_-	scaffold_14	124032	124102	-	JGI_V11_239483	0	KOG4289	KOG4289	0	0
scaffold_14_134381_134441_-	scaffold_14	134381	134441	-	JGI_V11_223195	0	KOG2539	KOG2539	FBgn0032168	Q9VL60
scaffold_14_238095_238163_-	scaffold_14	238095	238163	-	JGI_V11_301614	0	KOG3534	KOG3534	FBgn0038320	Q9VF87
scaffold_14_460512_460516_-	scaffold_14	460512	460516	-	JGI_V11_315400	0	KOG1225	KOG1225	0	0
scaffold_14_855269_855284_-	scaffold_14	855269	855284	-	JGI_V11_301626	0	0	0	0	0
scaffold_14_908074_908090_-	scaffold_14	908074	908090	-	JGI_V11_301561	0	KOG2918	KOG2918	FBgn0028507	Q9V3K7
scaffold_14_914555_914592_-	scaffold_14	914555	914592	-	JGI_V11_301632	0	KOG2074	KOG2074	FBgn0033929	Q960E8
scaffold_14_952452_952456_-	scaffold_14	952452	952456	-	JGI_V11_239688	0	0	0	FBgn0037012	Q8SXY5
scaffold_14_1293530_1293533_-	scaffold_14	1293530	1293533	-	JGI_V11_301647	0	KOG1181	KOG1181	0	0
scaffold_14_1383457_1383510_-	scaffold_14	1383457	1383510	-	JGI_V11_194892	0	0	0	0	0
scaffold_14_1472716_1472792_-	scaffold_14	1472716	1472792	-	JGI_V11_223280	0	KOG1825	KOG1825	FBgn0016081	Q9VT28
scaffold_14_1541027_1541031_-	scaffold_14	1541027	1541031	-	JGI_V11_301598	0	0	0	0	0
scaffold_14_1602242_1602280_-	scaffold_14	1602242	1602280	-	JGI_V11_35278	0	0	0	FBgn0044419	Q8IQ56
scaffold_141_43367_43383_+	scaffold_141	43367	43383	+	JGI_V11_218385	0	KOG4402	KOG4402	FBgn0029800	Q9W482
scaffold_141_132199_132278_+	scaffold_141	132199	132278	+	JGI_V11_330465	0	KOG3652	KOG3652	FBgn0085437	B7Z138
scaffold_141_139626_139679_+	scaffold_141	139626	139679	+	JGI_V11_301688	0	0	0	FBgn0051195	Q8IN49
scaffold_142_120550_120558_+	scaffold_142	120550	120558	+	JGI_V11_114938	0	0	0	FBgn0039337	Q9VBQ9
scaffold_142_233423_233466_+	scaffold_142	233423	233466	+	JGI_V11_301724	0	0	0	0	0
scaffold_142_233891_233936_+	scaffold_142	233891	233936	+	JGI_V11_301724	0	0	0	0	0
scaffold_142_20791_20797_-	scaffold_142	20791	20797	-	JGI_V11_203413	0	KOG2053	KOG2053	FBgn0243511	Q9VDQ7
scaffold_142_164703_164705_-	scaffold_142	164703	164705	-	JGI_V11_231765	0	KOG4498	KOG4498	0	0
scaffold_142_164840_164883_-	scaffold_142	164840	164883	-	JGI_V11_231765	0	KOG4498	KOG4498	0	0
scaffold_142_212559_212566_-	scaffold_142	212559	212566	-	JGI_V11_301721	0	KOG1065	KOG1065	FBgn0053080	Q86P63
scaffold_142_213014_213043_-	scaffold_142	213014	213043	-	JGI_V11_301721	0	KOG1065	KOG1065	FBgn0053080	Q86P63
scaffold_142_223277_223278_-	scaffold_142	223277	223278	-	JGI_V11_301722	0	KOG0260	KOG0260	0	0
scaffold_143_185529_185533_+	scaffold_143	185529	185533	+	JGI_V11_260818	0	0	0	FBgn0053527	Q59E62
scaffold_143_198921_198977_+	scaffold_143	198921	198977	+	JGI_V11_203508	0	KOG1616	KOG1616	FBgn0260972	A1Z7Q8
scaffold_143_205531_205578_+	scaffold_143	205531	205578	+	JGI_V11_330569	0	KOG1911	KOG1911	0	0
scaffold_143_206896_207040_+	scaffold_143	206896	207040	+	JGI_V11_330569	0	KOG1911	KOG1911	0	0
scaffold_143_207185_207264_+	scaffold_143	207185	207264	+	JGI_V11_330569	0	KOG1911	KOG1911	0	0
scaffold_143_210207_210260_+	scaffold_143	210207	210260	+	JGI_V11_330569	0	KOG1911	KOG1911	0	0
scaffold_143_210521_210539_+	scaffold_143	210521	210539	+	JGI_V11_330569	0	KOG1911	KOG1911	0	0
scaffold_143_210713_210825_+	scaffold_143	210713	210825	+	JGI_V11_330569	0	KOG1911	KOG1911	0	0
scaffold_143_211746_211748_+	scaffold_143	211746	211748	+	JGI_V11_330569	0	KOG1911	KOG1911	0	0
scaffold_143_212208_212210_+	scaffold_143	212208	212210	+	JGI_V11_330569	0	KOG1911	KOG1911	0	0
scaffold_143_264016_264038_+	scaffold_143	264016	264038	+	JGI_V11_203518	0	KOG4778	KOG4778	FBgn0037892	Q9VGP7
scaffold_143_72568_72579_-	scaffold_143	72568	72579	-	JGI_V11_301729	0	KOG3458	KOG3458	FBgn0035046	Q8SY88
scaffold_143_72682_72759_-	scaffold_143	72682	72759	-	JGI_V11_301729	0	KOG3458	KOG3458	FBgn0035046	Q8SY88
scaffold_143_194047_194050_-	scaffold_143	194047	194050	-	JGI_V11_330565	0	0	0	0	0
scaffold_143_217054_217073_-	scaffold_143	217054	217073	-	JGI_V11_330570	0	KOG1869	KOG1869	0	0
scaffold_144_170054_170080_+	scaffold_144	170054	170080	+	JGI_V11_301745	0	KOG2445	KOG2445	FBgn0033247	Q7K2X8
scaffold_145_4799_4832_+	scaffold_145	4799	4832	+	JGI_V11_229091	0	0	0	FBgn0031315	Q7KU06
scaffold_145_59801_59808_+	scaffold_145	59801	59808	+	JGI_V11_260938	0	0	0	FBgn0003310	P42519
scaffold_145_59801_59808_+.1	scaffold_145	59801	59808	+	JGI_V11_231783	0	KOG4544	KOG4544	FBgn0030559	Q9VY41
scaffold_145_168880_168906_+	scaffold_145	168880	168906	+	JGI_V11_229114	0	KOG4848	KOG4848	FBgn0037102	Q9VP13
scaffold_145_177629_177631_+	scaffold_145	177629	177631	+	JGI_V11_115112	0	0	0	0	0
scaffold_145_7401_7463_-	scaffold_145	7401	7463	-	JGI_V11_203529	0	KOG4079	KOG4079	FBgn0030572	Q9VY28
scaffold_146_74203_74258_+	scaffold_146	74203	74258	+	JGI_V11_229131	0	0	0	0	0
scaffold_146_82360_82383_+	scaffold_146	82360	82383	+	JGI_V11_261020	0	0	0	0	0
scaffold_146_85964_85974_-	scaffold_146	85964	85974	-	JGI_V11_203591	0	0	0	FBgn0033807	Q7KY01
scaffold_146_158364_158380_-	scaffold_146	158364	158380	-	JGI_V11_301789	0	KOG1857	KOG1857	0	0
scaffold_147_283252_283304_+	scaffold_147	283252	283304	+	JGI_V11_93654	0	KOG2659	KOG2659	FBgn0030944	Q9VWS1
scaffold_147_73355_73379_-	scaffold_147	73355	73379	-	JGI_V11_301800	0	KOG3321	KOG3321	FBgn0038307	Q9VFB2
scaffold_15_14967_14974_+	scaffold_15	14967	14974	+	JGI_V11_315654	0	KOG0118	KOG0118	0	0
scaffold_15_116700_116706_+	scaffold_15	116700	116706	+	JGI_V11_223327	0	KOG0118	KOG0118	0	0
scaffold_15_116960_116976_+	scaffold_15	116960	116976	+	JGI_V11_223327	0	KOG0118	KOG0118	0	0
scaffold_15_125681_125727_+	scaffold_15	125681	125727	+	JGI_V11_301827	0	KOG4517	KOG4517	FBgn0035444	Q9VZP9
scaffold_15_165413_165424_+	scaffold_15	165413	165424	+	JGI_V11_301829	0	0	0	0	0
scaffold_15_233298_233351_+	scaffold_15	233298	233351	+	JGI_V11_100476	0	KOG3501	KOG3501	FBgn0031776	Q9VMH8
scaffold_15_258336_258385_+	scaffold_15	258336	258385	+	JGI_V11_315698	0	KOG1107	KOG1107	FBgn0034708	Q7KVL7
scaffold_15_361471_361536_+	scaffold_15	361471	361536	+	JGI_V11_195061	0	KOG2705	KOG2705	FBgn0026630	Q9VVX5
scaffold_15_363949_363985_+	scaffold_15	363949	363985	+	JGI_V11_195061	0	KOG2705	KOG2705	FBgn0026630	Q9VVX5
scaffold_15_363949_363985_+.1	scaffold_15	363949	363985	+	JGI_V11_195062	0	KOG0308	KOG0308	FBgn0033607	Q1LZ08
scaffold_15_661708_661709_+	scaffold_15	661708	661709	+	JGI_V11_315762	0	0	0	0	0
scaffold_15_670735_670741_+	scaffold_15	670735	670741	+	JGI_V11_315767	0	KOG1877	KOG1877	FBgn0086784	Q8IGJ0
scaffold_15_695496_695605_+	scaffold_15	695496	695605	+	JGI_V11_315772	0	0	0	0	0
scaffold_15_812312_812338_+	scaffold_15	812312	812338	+	JGI_V11_100593	0	0	0	0	0
scaffold_15_861998_862105_+	scaffold_15	861998	862105	+	JGI_V11_301867	0	KOG4401	KOG4401	FBgn0030364	Q9VYR0
scaffold_15_1138590_1138652_+.1	scaffold_15	1138590	1138652	+	JGI_V11_315834	0	KOG2489	KOG2489	FBgn0030456	Q9VYG3
scaffold_15_1186396_1186440_+	scaffold_15	1186396	1186440	+	JGI_V11_100649	0	KOG1674	KOG1674	FBgn0058191	Q7PLT1
scaffold_15_1355105_1355170_+	scaffold_15	1355105	1355170	+	JGI_V11_315868	0	KOG1947	KOG1947	FBgn0031652	Q0E8T8
scaffold_15_1443071_1443104_+	scaffold_15	1443071	1443104	+	JGI_V11_230708	0	KOG4110	KOG4110	FBgn0031228	Q7K1C0
scaffold_15_298054_298092_-	scaffold_15	298054	298092	-	JGI_V11_223358	0	0	0	0	0
scaffold_15_304080_304088_-	scaffold_15	304080	304088	-	JGI_V11_100505	0	0	0	0	0
scaffold_15_644401_644455_-	scaffold_15	644401	644455	-	JGI_V11_315759	0	KOG4537	KOG4537	0	0
scaffold_15_821364_821390_-	scaffold_15	821364	821390	-	JGI_V11_301860	0	KOG4068	KOG4068	FBgn0022027	Q7JXV9
scaffold_15_845876_845920_-	scaffold_15	845876	845920	-	JGI_V11_301866	0	0	0	0	0
scaffold_15_852594_852626_-	scaffold_15	852594	852626	-	JGI_V11_301937	0	KOG1008	KOG1008	FBgn0031399	Q9VQ89
scaffold_15_1304606_1304607_-	scaffold_15	1304606	1304607	-	JGI_V11_100671	0	0	0	0	0
scaffold_15_1413626_1413631_-	scaffold_15	1413626	1413631	-	JGI_V11_301966	0	KOG4436	KOG4436	FBgn0030299	Q9VYY9
scaffold_15_1427547_1427598_-	scaffold_15	1427547	1427598	-	JGI_V11_240211	0	0	0	0	0
scaffold_15_1581543_1581588_-	scaffold_15	1581543	1581588	-	JGI_V11_301972	0	KOG4693	KOG4693	FBgn0030053	Q9W3D5
scaffold_15_1709017_1709028_-	scaffold_15	1709017	1709028	-	JGI_V11_301897	0	0	0	0	0
scaffold_152_22136_22141_+	scaffold_152	22136	22141	+	JGI_V11_301994	0	0	0	0	0
scaffold_152_94001_94035_-	scaffold_152	94001	94035	-	JGI_V11_301998	0	0	0	0	0
scaffold_154_185686_185691_-	scaffold_154	185686	185691	-	JGI_V11_330995	0	0	0	0	0
scaffold_155_254462_254491_+	scaffold_155	254462	254491	+	JGI_V11_115430	0	KOG4529	KOG4529	FBgn0260755	Q9W0M6
scaffold_155_211413_211441_-	scaffold_155	211413	211441	-	JGI_V11_302011	0	KOG1878	KOG1878	0	0
scaffold_155_212184_212195_-	scaffold_155	212184	212195	-	JGI_V11_302011	0	KOG1878	KOG1878	0	0
scaffold_156_209105_209111_+	scaffold_156	209105	209111	+	JGI_V11_331085	0	KOG1995	KOG1995	0	0
scaffold_157_40229_40262_-	scaffold_157	40229	40262	-	JGI_V11_261701	0	0	0	FBgn0000615	P28750
scaffold_159_126343_126349_-	scaffold_159	126343	126349	-	JGI_V11_203725	0	KOG4408	KOG4408	FBgn0037329	Q8IPQ6
scaffold_16_975443_975446_+	scaffold_16	975443	975446	+	JGI_V11_240485	0	0	0	0	0
scaffold_16_1015681_1015703_+	scaffold_16	1015681	1015703	+	JGI_V11_240495	0	0	0	0	0
scaffold_16_1023347_1023351_+	scaffold_16	1023347	1023351	+	JGI_V11_316101	0	0	0	0	0
scaffold_16_1050045_1050074_+	scaffold_16	1050045	1050074	+	JGI_V11_302084	0	0	0	0	0
scaffold_16_1139606_1139653_+	scaffold_16	1139606	1139653	+	JGI_V11_302142	0	0	0	0	0
scaffold_16_1177230_1177314_+	scaffold_16	1177230	1177314	+	JGI_V11_195271	0	KOG2332	0	FBgn0030449	Q9VYH1
scaffold_16_276201_276205_-	scaffold_16	276201	276205	-	JGI_V11_302106	0	0	0	0	0
scaffold_16_328249_328251_-	scaffold_16	328249	328251	-	JGI_V11_240344	0	KOG1042	KOG1042	FBgn0000146	A8DYZ0
scaffold_16_602173_602180_-	scaffold_16	602173	602180	-	JGI_V11_316033	0	0	0	0	0
scaffold_16_1100749_1100759_-	scaffold_16	1100749	1100759	-	JGI_V11_316118	0	KOG2211	KOG2211	FBgn0024689	Q9VJD3
scaffold_16_1602041_1602068_-	scaffold_16	1602041	1602068	-	JGI_V11_223590	0	0	0	0	0
scaffold_160_208647_208653_+	scaffold_160	208647	208653	+	JGI_V11_261922	0	0	0	FBgn0037832	Q9VGX0
scaffold_160_48229_48300_-	scaffold_160	48229	48300	-	JGI_V11_229214	0	KOG1555	KOG1555	0	0
scaffold_161_82021_82025_-	scaffold_161	82021	82025	-	JGI_V11_261937	0	KOG0494	KOG0494	0	0
scaffold_162_137711_137716_+	scaffold_162	137711	137716	+	JGI_V11_302177	0	0	0	0	0
scaffold_162_212080_212085_+	scaffold_162	212080	212085	+	JGI_V11_331336	0	KOG0504	KOG0504	0	0
scaffold_162_241603_241692_+	scaffold_162	241603	241692	+	JGI_V11_302185	0	KOG1474	KOG1474	FBgn0004656	P13709
scaffold_163_57458_57553_+	scaffold_163	57458	57553	+	JGI_V11_262056	0	KOG4322	KOG4322	FBgn0041147	Q7KV60
scaffold_163_230955_230975_+	scaffold_163	230955	230975	+	JGI_V11_262098	0	0	0	0	0
scaffold_163_135777_135810_-	scaffold_163	135777	135810	-	JGI_V11_302216	0	KOG2124	KOG2124	FBgn0033479	A1Z838
scaffold_163_151414_151433_-	scaffold_163	151414	151433	-	JGI_V11_302196	0	0	0	0	0
scaffold_163_151649_151689_-	scaffold_163	151649	151689	-	JGI_V11_302196	0	0	0	0	0
scaffold_163_155000_155007_-.1	scaffold_163	155000	155007	-	JGI_V11_262081	0	0	0	0	0
scaffold_163_206661_206736_-	scaffold_163	206661	206736	-	JGI_V11_262091	0	KOG3930	KOG3930	FBgn0032488	Q9VK18
scaffold_163_232535_232740_-	scaffold_163	232535	232740	-	JGI_V11_331396	0	0	0	0	0
scaffold_166_34725_34729_+	scaffold_166	34725	34729	+	JGI_V11_302231	0	0	0	0	0
scaffold_166_171460_171478_-	scaffold_166	171460	171478	-	JGI_V11_203829	0	0	0	FBgn0036536	Q9VUU6
scaffold_167_170701_170707_+	scaffold_167	170701	170707	+	JGI_V11_302249	0	0	0	0	0
scaffold_169_10103_10142_+	scaffold_169	10103	10142	+	JGI_V11_299735	0	KOG3656	KOG3656	FBgn0037408	Q7KFF8
scaffold_169_12495_12503_+	scaffold_169	12495	12503	+	JGI_V11_299735	0	KOG3656	KOG3656	FBgn0037408	Q7KFF8
scaffold_169_18619_18622_+	scaffold_169	18619	18622	+	JGI_V11_299735	0	KOG3656	KOG3656	FBgn0037408	Q7KFF8
scaffold_169_28326_28337_+	scaffold_169	28326	28337	+	JGI_V11_302260	0	KOG4787	KOG4787	0	0
scaffold_169_45967_46091_+	scaffold_169	45967	46091	+	JGI_V11_302263	0	KOG0281	KOG0281	FBgn0023423	O44382
scaffold_17_99395_99401_+	scaffold_17	99395	99401	+	JGI_V11_223598	0	0	0	0	0
scaffold_17_179111_179116_+	scaffold_17	179111	179116	+	JGI_V11_240707	0	0	0	0	0
scaffold_17_414057_414062_+	scaffold_17	414057	414062	+	JGI_V11_101160	0	0	0	0	0
scaffold_17_494013_494014_+	scaffold_17	494013	494014	+	JGI_V11_240796	0	KOG0825	KOG0825	0	0
scaffold_17_507493_507495_+	scaffold_17	507493	507495	+	JGI_V11_240800	0	KOG1922	KOG1922	0	0
scaffold_17_585845_585848_+	scaffold_17	585845	585848	+	JGI_V11_101194	0	0	0	FBgn0033826	A1Z9B8
scaffold_17_782916_782934_+	scaffold_17	782916	782934	+	JGI_V11_223657	0	0	0	0	0
scaffold_17_809072_809099_+	scaffold_17	809072	809099	+	JGI_V11_34230	0	0	0	FBgn0033623	A1Z8J9
scaffold_17_838852_838863_+	scaffold_17	838852	838863	+	JGI_V11_101266	0	0	0	0	0
scaffold_17_965427_965458_+	scaffold_17	965427	965458	+	JGI_V11_48825	0	KOG2008	KOG2008	FBgn0033988	Q9V785
scaffold_17_970423_970456_+	scaffold_17	970423	970456	+	JGI_V11_223699	0	KOG2434	KOG2434	FBgn0032988	Q9V9M6
scaffold_17_1097346_1097367_+	scaffold_17	1097346	1097367	+	JGI_V11_302379	0	KOG4653	KOG4653	FBgn0032728	Q95RK7
scaffold_17_1258690_1258729_+	scaffold_17	1258690	1258729	+	JGI_V11_316518	0	0	0	FBgn0036105	Q9VTC2
scaffold_17_1324458_1324523_+	scaffold_17	1324458	1324523	+	JGI_V11_302333	0	KOG1695	KOG1695	FBgn0010226	P41043
scaffold_17_1324635_1324639_+	scaffold_17	1324635	1324639	+	JGI_V11_302333	0	KOG1695	KOG1695	FBgn0010226	P41043
scaffold_17_1385995_1386026_+	scaffold_17	1385995	1386026	+	JGI_V11_316553	0	KOG3856	KOG3856	FBgn0035624	Q9VRN3
scaffold_17_1386932_1386985_+	scaffold_17	1386932	1386985	+	JGI_V11_316553	0	KOG3856	KOG3856	FBgn0035624	Q9VRN3
scaffold_17_1407320_1407333_+	scaffold_17	1407320	1407333	+	JGI_V11_316561	0	0	0	0	0
scaffold_17_1409244_1409253_+	scaffold_17	1409244	1409253	+	JGI_V11_316562	0	0	0	0	0
scaffold_17_1409654_1409656_+	scaffold_17	1409654	1409656	+	JGI_V11_316562	0	0	0	0	0
scaffold_17_1460568_1460579_+	scaffold_17	1460568	1460579	+	JGI_V11_223767	0	0	0	0	0
scaffold_17_13217_13218_-	scaffold_17	13217	13218	-	JGI_V11_316209	0	KOG4297	KOG4297	0	0
scaffold_17_66599_66624_-	scaffold_17	66599	66624	-	JGI_V11_316222	0	0	0	0	0
scaffold_17_72273_72277_-	scaffold_17	72273	72277	-	JGI_V11_240674	0	0	0	0	0
scaffold_17_238162_238192_-	scaffold_17	238162	238192	-	JGI_V11_316262	0	KOG3112	KOG3112	FBgn0038577	Q9VEC2
scaffold_17_581594_581657_-	scaffold_17	581594	581657	-	JGI_V11_210427	0	KOG1319	KOG1319	FBgn0039509	Q9GQP6
scaffold_17_583180_583258_-	scaffold_17	583180	583258	-	JGI_V11_210427	0	KOG1319	KOG1319	FBgn0039509	Q9GQP6
scaffold_17_682512_682553_-	scaffold_17	682512	682553	-	JGI_V11_299714	0	KOG1433	KOG1433	FBgn0003479	Q27297
scaffold_17_718996_719001_-	scaffold_17	718996	719001	-	JGI_V11_316390	0	0	0	0	0
scaffold_17_733333_733340_-	scaffold_17	733333	733340	-	JGI_V11_240861	0	0	0	0	0
scaffold_17_786648_786673_-	scaffold_17	786648	786673	-	JGI_V11_223658	0	0	0	0	0
scaffold_17_801715_801720_-	scaffold_17	801715	801720	-	JGI_V11_316408	0	0	0	0	0
scaffold_17_824413_824486_-	scaffold_17	824413	824486	-	JGI_V11_302360	0	KOG1889	KOG1889	FBgn0035195	Q9W0I6
scaffold_17_841601_841621_-	scaffold_17	841601	841621	-	JGI_V11_48931	0	0	0	FBgn0052280	Q8IRE5
scaffold_17_904569_904601_-	scaffold_17	904569	904601	-	JGI_V11_230754	0	KOG4559	KOG4559	FBgn0036118	Q9VTE0
scaffold_17_946397_946422_-	scaffold_17	946397	946422	-	JGI_V11_195427	0	KOG1012	KOG1012	FBgn0039208	Q7KS16
scaffold_17_959075_959079_-	scaffold_17	959075	959079	-	JGI_V11_223696	0	KOG4157	KOG4157	0	0
scaffold_17_970167_970215_-	scaffold_17	970167	970215	-	JGI_V11_302370	0	KOG2450	KOG2450	0	0
scaffold_17_1116191_1116233_-	scaffold_17	1116191	1116233	-	JGI_V11_316474	0	KOG4026	KOG4026	FBgn0035289	Q9W068
scaffold_17_1129465_1129499_-	scaffold_17	1129465	1129499	-	JGI_V11_316476	0	KOG0303	KOG0303	FBgn0033109	Q7JVY0
scaffold_17_1177865_1177871_-	scaffold_17	1177865	1177871	-	JGI_V11_240971	0	0	0	0	0
scaffold_17_1262286_1262294_-	scaffold_17	1262286	1262294	-	JGI_V11_240999	0	0	0	0	0
scaffold_17_1307653_1307724_-	scaffold_17	1307653	1307724	-	JGI_V11_223739	0	KOG0440	KOG0440	FBgn0038965	Q95RA8
scaffold_17_1445979_1445985_-	scaffold_17	1445979	1445985	-	JGI_V11_223764	0	0	0	0	0
scaffold_171_109539_109621_-	scaffold_171	109539	109621	-	JGI_V11_231806	0	KOG4511	KOG4511	0	0
scaffold_171_220818_220865_-	scaffold_171	220818	220865	-	JGI_V11_218891	0	KOG3011	KOG3011	FBgn0032850	Q9V3B5
scaffold_1716_152_202_+	scaffold_1716	152	202	+	JGI_V11_204885	0	KOG0578	KOG0578	0	0
scaffold_1720_86_178_+	scaffold_1720	86	178	+	JGI_V11_337718	0	KOG1061	KOG1061	FBgn0010380	Q24253
scaffold_173_86847_86876_+	scaffold_173	86847	86876	+	JGI_V11_64425	0	KOG2160	KOG2160	FBgn0036306	Q95RI2
scaffold_173_79624_79655_-	scaffold_173	79624	79655	-	JGI_V11_302435	0	KOG3364	KOG3364	FBgn0039969	A1Z6G3
scaffold_173_80717_80725_-	scaffold_173	80717	80725	-	JGI_V11_302435	0	KOG3364	KOG3364	FBgn0039969	A1Z6G3
scaffold_173_136473_136526_-	scaffold_173	136473	136526	-	JGI_V11_203941	0	KOG4799	KOG4799	FBgn0029718	Q8SYI9
scaffold_173_228550_228566_-	scaffold_173	228550	228566	-	JGI_V11_262665	0	0	0	0	0
scaffold_174_52987_53017_+	scaffold_174	52987	53017	+	JGI_V11_116078	0	0	0	0	0
scaffold_174_89190_89272_+	scaffold_174	89190	89272	+	JGI_V11_302482	0	0	0	0	0
scaffold_174_61619_61621_-	scaffold_174	61619	61621	-	JGI_V11_229355	0	0	0	FBgn0003310	P42519
scaffold_174_61731_61774_-	scaffold_174	61731	61774	-	JGI_V11_229355	0	0	0	FBgn0003310	P42519
scaffold_174_73516_73620_-	scaffold_174	73516	73620	-	JGI_V11_116084	0	KOG1904	KOG1904	FBgn0039743	Q9VAA9
scaffold_174_121892_121916_-	scaffold_174	121892	121916	-	JGI_V11_116101	0	0	0	0	0
scaffold_175_160279_160291_-	scaffold_175	160279	160291	-	JGI_V11_331866	0	0	0	0	0
scaffold_176_11642_11654_-	scaffold_176	11642	11654	-	JGI_V11_331880	0	0	0	0	0
scaffold_176_12028_12038_-	scaffold_176	12028	12038	-	JGI_V11_331880	0	0	0	0	0
scaffold_177_203332_203337_-	scaffold_177	203332	203337	-	JGI_V11_331956	0	KOG3768	KOG3768	FBgn0261383	Q960F1
scaffold_18_25287_25363_+	scaffold_18	25287	25363	+	JGI_V11_241093	0	KOG2197	KOG2197	FBgn0031233	Q9VPL5
scaffold_18_50221_50241_+	scaffold_18	50221	50241	+	JGI_V11_316600	0	KOG2162	KOG2162	0	0
scaffold_18_254173_254187_+	scaffold_18	254173	254187	+	JGI_V11_316637	0	KOG1328	KOG1328	FBgn0085378	A8JRA6
scaffold_18_254572_254577_+	scaffold_18	254572	254577	+	JGI_V11_316637	0	KOG1328	KOG1328	FBgn0085378	A8JRA6
scaffold_18_358459_358463_+	scaffold_18	358459	358463	+	JGI_V11_302525	0	0	0	FBgn0031888	Q9VM43
scaffold_18_510147_510154_+	scaffold_18	510147	510154	+	JGI_V11_241234	0	0	0	FBgn0037779	Q9VH37
scaffold_18_514260_514330_+	scaffold_18	514260	514330	+	JGI_V11_316713	0	0	0	FBgn0037779	Q9VH37
scaffold_18_929949_929957_+	scaffold_18	929949	929957	+	JGI_V11_302553	0	0	0	0	0
scaffold_18_1013227_1013263_+	scaffold_18	1013227	1013263	+	JGI_V11_241415	0	KOG1216	KOG1216	0	0
scaffold_18_1108990_1109010_+	scaffold_18	1108990	1109010	+	JGI_V11_241450	0	0	0	0	0
scaffold_18_1232498_1232502_+	scaffold_18	1232498	1232502	+	JGI_V11_101743	0	KOG3544	KOG3544	0	0
scaffold_18_1274412_1274434_+	scaffold_18	1274412	1274434	+	JGI_V11_302576	0	KOG3224	KOG3224	FBgn0031094	Q9W5W6
scaffold_18_1420842_1420899_+	scaffold_18	1420842	1420899	+	JGI_V11_241577	0	KOG1786	KOG1786	FBgn0043362	Q8MRY5
scaffold_18_98709_98717_-	scaffold_18	98709	98717	-	JGI_V11_223778	0	KOG3599	KOG3599	0	0
scaffold_18_104223_104263_-	scaffold_18	104223	104263	-	JGI_V11_316607	0	0	0	0	0
scaffold_18_107100_107102_-	scaffold_18	107100	107102	-	JGI_V11_316608	0	0	0	0	0
scaffold_18_334215_334279_-	scaffold_18	334215	334279	-	JGI_V11_8488	0	KOG3918	KOG3918	FBgn0032732	Q9VJ25
scaffold_18_417719_417862_-	scaffold_18	417719	417862	-	JGI_V11_101535	0	KOG1596	KOG1596	0	0
scaffold_18_418190_418194_-	scaffold_18	418190	418194	-	JGI_V11_101535	0	KOG1596	KOG1596	0	0
scaffold_18_490649_490655_-	scaffold_18	490649	490655	-	JGI_V11_302605	0	0	0	0	0
scaffold_18_518867_518872_-	scaffold_18	518867	518872	-	JGI_V11_223817	0	0	0	0	0
scaffold_18_574123_574131_-	scaffold_18	574123	574131	-	JGI_V11_302538	0	0	0	FBgn0037779	Q9VH37
scaffold_18_623714_623717_-	scaffold_18	623714	623717	-	JGI_V11_316742	0	0	0	0	0
scaffold_18_939503_939540_-.1	scaffold_18	939503	939540	-	JGI_V11_302556	0	KOG1878	KOG1878	0	0
scaffold_18_940650_940676_-	scaffold_18	940650	940676	-	JGI_V11_302556	0	KOG1878	KOG1878	0	0
scaffold_18_945224_945239_-	scaffold_18	945224	945239	-	JGI_V11_316837	0	0	0	0	0
scaffold_18_956184_956240_-	scaffold_18	956184	956240	-	JGI_V11_302632	0	0	0	0	0
scaffold_18_956514_956518_-	scaffold_18	956514	956518	-	JGI_V11_302632	0	0	0	0	0
scaffold_18_1029337_1029361_-	scaffold_18	1029337	1029361	-	JGI_V11_241421	0	0	0	0	0
scaffold_18_1032419_1032424_-	scaffold_18	1032419	1032424	-	JGI_V11_316871	0	KOG2301	KOG2301	0	0
scaffold_18_1106696_1106701_-	scaffold_18	1106696	1106701	-	JGI_V11_302561	0	0	0	0	0
scaffold_18_1107978_1107997_-	scaffold_18	1107978	1107997	-	JGI_V11_316888	0	0	0	0	0
scaffold_18_1147078_1147083_-	scaffold_18	1147078	1147083	-	JGI_V11_302638	0	KOG3627	KOG3627	0	0
scaffold_18_1148460_1148461_-	scaffold_18	1148460	1148461	-	JGI_V11_302568	0	0	0	0	0
scaffold_18_1274151_1274199_-	scaffold_18	1274151	1274199	-	JGI_V11_210768	0	KOG2935	KOG2935	0	0
