chr start end strand gene gene_start gene_end gene_strand expression promoter
9089 scaffold_6 2186056 2186060 + JGI_V11_312673 2185084 2187201 + 10.9541704132322 scaffold_177_14211_15367_+
9094 scaffold_6 2259188 2259194 + JGI_V11_312692 2258775 2260425 + 22.3783794962563 scaffold_177_62089_67833_-
9095 scaffold_6 2262151 2262159 + JGI_V11_221846 2261753 2263850 + 605.482745771132 scaffold_177_75171_76482_+
9096 scaffold_6 2270754 2270760 + JGI_V11_236104 2270492 2272825 + 259.378581106477 scaffold_177_90456_91718_-
9097 scaffold_6 2279508 2279516 + JGI_V11_43928 2279306 2281107 + 105.454057323632 scaffold_177_111175_115006_-
9098 scaffold_6 2288905 2288932 + JGI_V11_43879 2287917 2289861 + 26.6201185949874 scaffold_177_116910_118154_+
9100 scaffold_6 2293278 2293280 + JGI_V11_307160 2292986 2295270 + 5.73145029139214 scaffold_177_127432_133447_+
9101 scaffold_6 2297233 2297242 + JGI_V11_43739 2297224 2298752 + 18.7005033259235 scaffold_177_133108_136265_-
9103 scaffold_6 2302788 2302789 + JGI_V11_43872 2300162 2304328 + 18.3542796862884 scaffold_177_139013_146430_-
9104 scaffold_6 2331589 2331624 + JGI_V11_192739 2331191 2333649 + 231.193816057522 scaffold_177_150229_153323_-
9105 scaffold_6 2334839 2334886 + JGI_V11_221851 2334458 2336813 + 162.20631250915 scaffold_177_161336_165033_+
9107 scaffold_6 2343660 2343691 + JGI_V11_192749 2343279 2347522 + 6359.49136486888 scaffold_177_170653_171719_+
9108 scaffold_6 2344785 2344800 + JGI_V11_192749 2343279 2347522 + 112.663678597749 scaffold_177_171785_173374_+
9109 scaffold_6 2346488 2346495 + JGI_V11_192749 2343279 2347522 + 88.3856153889086 scaffold_177_178185_179616_+
9110 scaffold_6 2349030 2349112 + JGI_V11_312710 2348706 2351041 + 1909.06383690038 scaffold_177_183644_185900_-
9111 scaffold_6 2349215 2349237 + JGI_V11_312710 2348706 2351041 + 183.628114787148 scaffold_177_188394_194198_+
9112 scaffold_6 2349386 2349387 + JGI_V11_312710 2348706 2351041 + 58.5475885048701 scaffold_177_199148_203568_-
9113 scaffold_6 2349563 2349677 + JGI_V11_312710 2348706 2351041 + 253.166890331493 scaffold_177_207182_210007_-
9114 scaffold_6 2349966 2349969 + JGI_V11_312710 2348706 2351041 + 105.674309910759 scaffold_177_209108_212876_+
9115 scaffold_6 2350787 2350795 + JGI_V11_312710 2348706 2351041 + 53.6774050101682 scaffold_177_212805_215901_-
9116 scaffold_6 2353565 2353659 + JGI_V11_312713 2353375 2356529 + 90.6694960682459 scaffold_177_219919_228874_+
9117 scaffold_6 2366198 2366236 + JGI_V11_221859 2365904 2368180 + 373.902656840705 scaffold_177_239867_243007_+
9118 scaffold_6 2368046 2368062 + JGI_V11_221859 2365904 2368180 + 108.386731372464 scaffold_177_243439_244677_-
9118.1 scaffold_6 2368046 2368062 + JGI_V11_307164 2367844 2371005 + 108.386731372464 scaffold_177_243439_244677_-
9121 scaffold_6 22529 22538 - JGI_V11_307032 20819 23084 - 25.4641654819236 scaffold_177_280428_282794_+
9122 scaffold_6 53581 53623 - JGI_V11_235532 51138 53657 - 131.498421927609 scaffold_1770_68_1797_+
9124 scaffold_6 84937 84940 - JGI_V11_221682 84061 87555 - 56.3776743011842 scaffold_1771_627_2441_+
9125 scaffold_6 85150 85179 - JGI_V11_221682 84061 87555 - 85.3964969520913 scaffold_1771_2081_3646_+
9126 scaffold_6 85367 85498 - JGI_V11_221682 84061 87555 - 3144.99650259458 scaffold_1771_3210_5712_+
9127 scaffold_6 87075 87177 - JGI_V11_221682 84061 87555 - 790.404094669311 scaffold_1771_4859_7306_+
9128 scaffold_6 100520 100524 - JGI_V11_96952 98890 100933 - 107.935919582476 scaffold_1771_6566_8035_+
9129 scaffold_6 102472 102502 - JGI_V11_312219 100702 102828 - 102.30216916383 scaffold_1774_6021_8307_-
9132 scaffold_6 157791 157798 - JGI_V11_192475 155114 158226 - 393.986312739898 scaffold_1775_4430_5680_-
9132.1 scaffold_6 157791 157798 - JGI_V11_43721 157623 160532 - 393.986312739898 scaffold_1775_4430_5680_-
9133 scaffold_6 160500 160560 - JGI_V11_43721 157623 160532 - 133.599737959541 scaffold_1776_5751_8397_-
9134 scaffold_6 161701 161760 - JGI_V11_230422 160967 163279 - 28.0852061586259 scaffold_1778_2084_3394_-
9135 scaffold_6 161979 162125 - JGI_V11_230422 160967 163279 - 261.002606634868 scaffold_178_40628_42116_+
9136 scaffold_6 162328 162374 - JGI_V11_230422 160967 163279 - 79.2009456372465 scaffold_178_43952_46911_-
9137 scaffold_6 162540 162604 - JGI_V11_230422 160967 163279 - 23.4784772388352 scaffold_178_51820_54033_+
9137.1 scaffold_6 162540 162604 - JGI_V11_312233 162579 165113 - 23.4784772388352 scaffold_178_51820_54033_+
9138 scaffold_6 162810 162905 - JGI_V11_230422 160967 163279 - 1360.40236341407 scaffold_178_86690_89448_+
9138.1 scaffold_6 162810 162905 - JGI_V11_312233 162579 165113 - 1360.40236341407 scaffold_178_86690_89448_+
9139 scaffold_6 164920 164924 - JGI_V11_312233 162579 165113 - 79.5353611590182 scaffold_178_120369_122223_-
9140 scaffold_6 168923 168944 - JGI_V11_207615 167500 170982 - 45.647923001106 scaffold_178_141195_142313_-
9141 scaffold_6 169719 169746 - JGI_V11_207615 167500 170982 - 81.435171536795 scaffold_178_141509_144323_-
9142 scaffold_6 170203 170265 - JGI_V11_207615 167500 170982 - 67.8631463307451 scaffold_178_143835_145869_+
9143 scaffold_6 170536 170588 - JGI_V11_207615 167500 170982 - 2518.31027050755 scaffold_178_145470_147356_+
9144 scaffold_6 178290 178349 - JGI_V11_312237 175772 178597 - 121.169836524646 scaffold_178_147154_148952_+
9145 scaffold_6 239335 239375 - JGI_V11_221699 236127 240532 - 86.4941494597285 scaffold_178_148794_150827_+
9146 scaffold_6 239478 239559 - JGI_V11_221699 236127 240532 - 378.478579521431 scaffold_178_150665_152682_+
9147 scaffold_6 247251 247272 - JGI_V11_96986 243901 250015 - 87.4981126494441 scaffold_178_152699_155409_-
9148 scaffold_6 255439 255477 - JGI_V11_312250 249286 255731 - 1240.93522767037 scaffold_178_160597_163675_-
9148.1 scaffold_6 255439 255477 - JGI_V11_312251 255412 259605 - 1240.93522767037 scaffold_178_160597_163675_-
9150 scaffold_6 332586 332599 - JGI_V11_312255 329588 332648 - 19.0119935341769 scaffold_178_199280_200700_+
9150.1 scaffold_6 332586 332599 - JGI_V11_221703 332499 338529 - 19.0119935341769 scaffold_178_199280_200700_+
9151 scaffold_6 338137 338241 - JGI_V11_221703 332499 338529 - 445.121700416235 scaffold_178_215094_216682_+
9152 scaffold_6 369535 369579 - JGI_V11_207639 365807 369941 - 530.245951077875 scaffold_178_216285_218343_+
9153 scaffold_6 438405 438408 - JGI_V11_221707 434708 439363 - 5.21040935581104 scaffold_178_219552_221567_+
9154 scaffold_6 438762 438773 - JGI_V11_221707 434708 439363 - 1407.71820331893 scaffold_178_236117_238448_+
9154.1 scaffold_6 438762 438773 - JGI_V11_221708 438653 441609 - 1407.71820331893 scaffold_178_236117_238448_+
9155 scaffold_6 441240 441325 - JGI_V11_221708 438653 441609 - 1554.70120507375 scaffold_1780_784_2195_+
9156 scaffold_6 455662 455670 - JGI_V11_43964 453506 455813 - 54.5786252514931 scaffold_1780_6247_8116_+
9158 scaffold_6 472015 472021 - JGI_V11_312280 469063 472272 - 6.59668792415694 scaffold_1784_6095_8406_-
9162 scaffold_6 512240 512245 - JGI_V11_192525 508643 512597 - 12.3306756995946 scaffold_1788_5560_7782_-
9162.1 scaffold_6 512240 512245 - JGI_V11_312287 512074 515202 - 12.3306756995946 scaffold_1788_5560_7782_-
9163 scaffold_6 517315 517323 - JGI_V11_235623 514572 517636 - 48.6207592662912 scaffold_18_2525_5224_-
9164 scaffold_6 519240 519242 - JGI_V11_235624 518283 519606 - 22.160494678028 scaffold_18_4727_6742_-
9165 scaffold_6 524061 524084 - JGI_V11_230423 522881 525034 - 148.893771537122 scaffold_18_6598_8747_-
9166 scaffold_6 524330 524334 - JGI_V11_230423 522881 525034 - 27.6897781239969 scaffold_18_9548_10616_-
9167 scaffold_6 524578 524618 - JGI_V11_230423 522881 525034 - 1953.22124167197 scaffold_18_10645_11904_+
9168 scaffold_6 542466 542475 - JGI_V11_44077 541718 542830 - 202.808042355723 scaffold_18_11110_12627_+
9169 scaffold_6 581703 581710 - JGI_V11_207678 579434 582104 - 89.4355545756982 scaffold_18_13526_17542_+
9170 scaffold_6 590066 590073 - JGI_V11_207683 587569 590467 - 301.071425735073 scaffold_18_17611_18588_-
9171 scaffold_6 687768 687770 - JGI_V11_312345 685623 688073 - 10.6848037734208 scaffold_18_19104_23628_+
9172 scaffold_6 694205 694244 - JGI_V11_312347 692814 694573 - 65.2142642584519 scaffold_18_22837_24522_+
9173 scaffold_6 696022 696057 - JGI_V11_97084 694924 696287 - 111.402560408058 scaffold_18_25005_28711_+
9174 scaffold_6 732748 732838 - JGI_V11_307064 728787 733210 - 249.083590200786 scaffold_18_27842_30155_-
9178 scaffold_6 803900 803958 - JGI_V11_207722 803676 807970 - 140.940246076173 scaffold_18_40405_48992_+
9181 scaffold_6 814159 814173 - JGI_V11_312381 810895 814560 - 40.6632135536061 scaffold_18_52601_54813_+
9181.1 scaffold_6 814159 814173 - JGI_V11_235726 814031 816335 - 40.6632135536061 scaffold_18_52601_54813_+
9182 scaffold_6 883900 883954 - JGI_V11_307072 881575 884213 - 61.9875627348485 scaffold_18_54506_57603_-
9184 scaffold_6 898068 898078 - JGI_V11_97134 896099 902254 - 48.4824156813283 scaffold_18_72814_74662_+
9187 scaffold_6 971744 971746 - JGI_V11_312411 968998 971996 - 34.3617576903812 scaffold_18_97040_99117_-
9188 scaffold_6 1000279 1000282 - JGI_V11_235770 999447 1000628 - 527.710780602829 scaffold_18_99752_101775_-
9190 scaffold_6 1037656 1037658 - JGI_V11_221764 1034633 1037825 - 41.2474907584869 scaffold_18_105861_107358_-
9191 scaffold_6 1099232 1099236 - JGI_V11_97180 1097790 1099607 - 149.801796376855 scaffold_18_106689_112494_+
9192 scaffold_6 1104600 1104619 - JGI_V11_97181 1102435 1104773 - 11.0745126658157 scaffold_18_111762_113609_-
9192.1 scaffold_6 1104600 1104619 - JGI_V11_97182 1104239 1106127 - 11.0745126658157 scaffold_18_111762_113609_-
9193 scaffold_6 1106040 1106146 - JGI_V11_97182 1104239 1106127 - 1474.69581214524 scaffold_18_114782_118568_+
9195 scaffold_6 1331709 1331711 - JGI_V11_43397 1331520 1348407 - 54.1278072959739 scaffold_18_122127_126195_+
9196 scaffold_6 1331937 1331941 - JGI_V11_43397 1331520 1348407 - 5.06753872398273 scaffold_18_138845_140641_-
9204 scaffold_6 1520511 1520589 - JGI_V11_192640 1517160 1520888 - 967.485694404831 scaffold_18_155023_156400_-
9205 scaffold_6 1571776 1571779 - JGI_V11_312542 1570556 1572030 - 161.630863292682 scaffold_18_159501_160602_-
9206 scaffold_6 1575838 1575849 - JGI_V11_312544 1574224 1576244 - 45.3863949798333 scaffold_18_170467_171843_+
9207 scaffold_6 1612513 1612516 - JGI_V11_299740 1611430 1612716 - 151.821399120766 scaffold_18_171799_173398_-
9208 scaffold_6 1629601 1629612 - JGI_V11_307137 1626712 1630119 - 84.2051675176429 scaffold_18_175898_176997_-
9210 scaffold_6 1639410 1639436 - JGI_V11_307097 1636571 1639420 - 93.4623060554519 scaffold_18_178604_180806_+
9210.1 scaffold_6 1639410 1639436 - JGI_V11_307138 1639357 1646308 - 93.4623060554519 scaffold_18_178604_180806_+
9211 scaffold_6 1643485 1643611 - JGI_V11_307138 1639357 1646308 - 1558.88652460893 scaffold_18_183566_186144_-
9212 scaffold_6 1644783 1644802 - JGI_V11_307138 1639357 1646308 - 306.055472371604 scaffold_18_187453_190045_-
9213 scaffold_6 1681635 1681643 - JGI_V11_312568 1680487 1682035 - 180.188500243695 scaffold_18_189392_191342_+
9214 scaffold_6 1684648 1684652 - JGI_V11_312570 1683364 1685017 - 164.404221363948 scaffold_18_192330_194435_+
9216 scaffold_6 1763862 1763871 - JGI_V11_97324 1762409 1764237 - 71.0805043566785 scaffold_18_198494_200599_+
9217 scaffold_6 1827915 1827916 - JGI_V11_312606 1814930 1828018 - 37.9542895490091 scaffold_18_200970_204835_+
9218 scaffold_6 1834978 1835024 - JGI_V11_43755 1834973 1836226 - 183.814235835476 scaffold_18_205573_206577_+
9219 scaffold_6 1835356 1835371 - JGI_V11_43755 1834973 1836226 - 24.8670851688547 scaffold_18_206405_208963_+
9220 scaffold_6 1836035 1836038 - JGI_V11_43755 1834973 1836226 - 29.8687570789009 scaffold_18_208233_210419_-
9225 scaffold_6 1913153 1913157 - JGI_V11_221816 1911582 1913557 - 457.451472021521 scaffold_18_227236_242260_-
9226 scaffold_6 1920127 1920129 - JGI_V11_97346 1917345 1920171 - 82.6281734535072 scaffold_18_244333_246678_-
9227 scaffold_6 1961409 1961411 - JGI_V11_221821 1957245 1961838 - 17.4431279061255 scaffold_18_251007_260810_+
9227.1 scaffold_6 1961409 1961411 - JGI_V11_236026 1961274 1963076 - 17.4431279061255 scaffold_18_251007_260810_+
9228 scaffold_6 1961991 1962048 - JGI_V11_236026 1961274 1963076 - 426.719558266095 scaffold_18_260016_262327_-
9231 scaffold_6 1969392 1969419 - JGI_V11_307153 1966446 1969811 - 99.2085340457773 scaffold_18_277185_282589_+
9232 scaffold_6 1971244 1971272 - JGI_V11_230436 1969954 1973533 - 34.3944003236459 scaffold_18_283208_285243_-
9233 scaffold_6 1972762 1972954 - JGI_V11_230436 1969954 1973533 - 919.802147048147 scaffold_18_285410_289813_+
9234 scaffold_6 1980564 1980572 - JGI_V11_187429 1977170 1980968 - 262.590532863147 scaffold_18_289949_293679_+
9237 scaffold_6 2073676 2073679 - JGI_V11_221835 2071432 2074079 - 23.815698555401 scaffold_18_302830_304797_+
9237.1 scaffold_6 2073676 2073679 - JGI_V11_221836 2073355 2075111 - 23.815698555401 scaffold_18_302830_304797_+
9238 scaffold_6 2074275 2074317 - JGI_V11_221836 2073355 2075111 - 176.227592333911 scaffold_18_304725_308184_+
9239 scaffold_6 2074680 2074706 - JGI_V11_221836 2073355 2075111 - 214.368977835822 scaffold_18_307417_308718_-
9240 scaffold_6 2076069 2076079 - JGI_V11_236047 2075189 2076856 - 339.96950606745 scaffold_18_308527_310572_+
9241 scaffold_6 2116063 2116077 - JGI_V11_312658 2114433 2116415 - 93.8645549531118 scaffold_18_309811_310887_+
9242 scaffold_6 2211545 2211549 - JGI_V11_312681 2209940 2211947 - 229.655676874768 scaffold_18_310738_312979_+
9244 scaffold_6 2252678 2252679 - JGI_V11_236095 2246327 2252863 - 18.8791871845729 scaffold_18_317749_318855_+
9244.1 scaffold_6 2252678 2252679 - JGI_V11_236096 2252621 2255778 - 18.8791871845729 scaffold_18_317749_318855_+
9245 scaffold_6 2329315 2329321 - JGI_V11_312704 2327608 2329623 - 54.6583510187311 scaffold_18_318072_319905_+
9246 scaffold_6 2334629 2334678 - JGI_V11_307115 2333251 2335051 - 1748.38027686138 scaffold_18_324529_326781_-
9248 scaffold_6 2353333 2353355 - JGI_V11_312712 2351307 2353520 - 25.590314204721 scaffold_18_330870_333208_-
9249 scaffold_6 2362408 2362410 - JGI_V11_221857 2360368 2362804 - 15.6816812520939 scaffold_18_333295_334587_-
9250 scaffold_6 2372659 2372664 - JGI_V11_97446 2370512 2373028 - 8.48261916840588 scaffold_18_334684_336273_+
9251 scaffold_6 2375442 2375447 - JGI_V11_312721 2373581 2375846 - 254.510322113154 scaffold_18_335798_338459_-
9252 scaffold_6 2383994 2384013 - JGI_V11_312722 2380661 2384403 - 84.6675955991899 scaffold_18_338479_340070_-
9252.1 scaffold_6 2383994 2384013 - JGI_V11_307167 2383910 2386945 - 84.6675955991899 scaffold_18_338479_340070_-
9253 scaffold_6 2386512 2386545 - JGI_V11_307167 2383910 2386945 - 58.8677186256541 scaffold_18_339563_341921_-
9254 scaffold_60 54513 54547 + JGI_V11_307172 54110 56060 + 108.661952288301 scaffold_18_341483_343803_-
9255 scaffold_60 59389 59423 + JGI_V11_307174 58864 62298 + 290.016029851583 scaffold_18_344940_348871_-
9257 scaffold_60 144509 144727 + JGI_V11_307177 144272 149155 + 672.423460478514 scaffold_18_351081_353253_+
9258 scaffold_60 168273 168367 + JGI_V11_307204 167985 172591 + 418.913589106113 scaffold_18_353560_355560_+
9259 scaffold_60 173485 173551 + JGI_V11_307205 173280 176606 + 186.284324207246 scaffold_18_358060_359492_+
9260 scaffold_60 179066 179112 + JGI_V11_324161 178664 180288 + 147.031022929701 scaffold_18_359038_360851_-
9263 scaffold_60 204233 204278 + JGI_V11_307209 204092 207828 + 89.0990009406799 scaffold_18_366931_370084_-
9265 scaffold_60 224221 224317 + JGI_V11_226626 223612 227423 + 403.150346840537 scaffold_18_374003_375833_+
9268 scaffold_60 269799 269846 + JGI_V11_108708 269468 272106 + 281.038761461209 scaffold_18_381354_382919_+
9269 scaffold_60 437824 437910 + JGI_V11_307187 437391 438717 + 265.349614461643 scaffold_18_382930_385020_+
9270 scaffold_60 467265 467266 + JGI_V11_251731 463513 470729 + 10.4439909340054 scaffold_18_386396_390710_-
9271 scaffold_60 499040 499062 + JGI_V11_7110 498747 499979 + 20.6132492393888 scaffold_18_398315_400923_+
9274 scaffold_60 523213 523264 + JGI_V11_307219 522863 525104 + 323.259881925207 scaffold_18_413842_415269_-
9275 scaffold_60 523575 523586 + JGI_V11_307219 522863 525104 + 19.5020506766867 scaffold_18_415551_418497_-
9276 scaffold_60 530830 530846 + JGI_V11_307191 530419 533154 + 77.4618756553539 scaffold_18_419447_420989_-
9277 scaffold_60 543967 544047 + JGI_V11_32452 542449 544112 + 230.626781746432 scaffold_18_420222_421301_-
9277.1 scaffold_60 543967 544047 + JGI_V11_129159 543656 545310 + 230.626781746432 scaffold_18_420222_421301_-
9278 scaffold_60 572788 572809 + JGI_V11_56866 572784 576566 + 209.864551278572 scaffold_18_422029_423885_-
9279 scaffold_60 580937 580985 + JGI_V11_56912 580618 583428 + 79.1668040117245 scaffold_18_429486_431693_-
9280 scaffold_60 584763 584879 + JGI_V11_324231 584294 586357 + 331.697377384956 scaffold_18_432260_434176_-
9281 scaffold_60 590969 591004 + JGI_V11_307230 590587 594066 + 1531.25616780415 scaffold_18_435461_437085_+
9282 scaffold_60 592036 592048 + JGI_V11_307230 590587 594066 + 37.5941979193882 scaffold_18_438805_441102_+
9283 scaffold_60 595586 595597 + JGI_V11_307231 595196 598232 + 8162.95111128569 scaffold_18_440828_442971_+
9284 scaffold_60 595952 595959 + JGI_V11_307231 595196 598232 + 33.3878722871092 scaffold_18_443518_446032_+
9285 scaffold_60 596065 596069 + JGI_V11_307231 595196 598232 + 583.679123810497 scaffold_18_447487_449150_+
9286 scaffold_60 596267 596377 + JGI_V11_307231 595196 598232 + 19.1763813745283 scaffold_18_451407_453346_-
9287 scaffold_60 600622 600651 + JGI_V11_324239 600300 608040 + 226.038881765649 scaffold_18_456693_459404_-
9288 scaffold_60 641813 641836 + JGI_V11_307196 641435 644067 + 266.884764836007 scaffold_18_461512_462756_+
9289 scaffold_60 642526 642528 + JGI_V11_307196 641435 644067 + 67.1104009674298 scaffold_18_461966_465632_+
9290 scaffold_60 680285 680290 + JGI_V11_324254 679949 682936 + 78.2663590076108 scaffold_18_465947_467193_+
9291 scaffold_60 2859 2861 - JGI_V11_324127 1591 3223 - 38.1858288195519 scaffold_18_466464_468754_+
9292 scaffold_60 7159 7164 - JGI_V11_307197 4396 7211 - 258.285616720873 scaffold_18_469745_472596_+
9293 scaffold_60 11807 11814 - JGI_V11_231271 10425 13079 - 46.8664867488012 scaffold_18_472756_475570_+
9294 scaffold_60 12223 12231 - JGI_V11_231271 10425 13079 - 130.80393102641 scaffold_18_475992_478613_+
9295 scaffold_60 12589 12769 - JGI_V11_231271 10425 13079 - 8618.49669587468 scaffold_18_479566_481457_-
9296 scaffold_60 26081 26116 - JGI_V11_199790 19648 26140 - 2807.43399964145 scaffold_18_480802_486366_+
9299 scaffold_60 67844 67895 - JGI_V11_214814 61488 68067 - 210.471962881659 scaffold_18_490996_496402_+
9300 scaffold_60 73363 73375 - JGI_V11_307202 70372 73699 - 2815.1010387518 scaffold_18_497191_498800_+
9301 scaffold_60 166430 166624 - JGI_V11_199801 148727 166834 - 403.814449982525 scaffold_18_501338_503654_+
9302 scaffold_60 172760 172761 - JGI_V11_108679 171952 173474 - 15.7102620162974 scaffold_18_509108_512043_+
9303 scaffold_60 173205 173277 - JGI_V11_108679 171952 173474 - 1130.96210595214 scaffold_18_513987_515808_+
9304 scaffold_60 182131 182184 - JGI_V11_214831 179481 182550 - 214.899274433942 scaffold_18_517277_519272_-
9304.1 scaffold_60 182131 182184 - JGI_V11_307206 182067 186434 - 214.899274433942 scaffold_18_517277_519272_-
9305 scaffold_60 214630 214638 - JGI_V11_307182 211164 215034 - 1018.6172186168 scaffold_18_522001_523841_-
9306 scaffold_60 220798 220862 - JGI_V11_251682 218576 221014 - 272.274905106149 scaffold_18_524437_526508_-
9307 scaffold_60 223688 223711 - JGI_V11_307211 221322 224015 - 371.407231482982 scaffold_18_526539_529167_+
9309 scaffold_60 305089 305095 - JGI_V11_324191 299717 308375 - 111.489739523517 scaffold_18_532676_535303_-
9310 scaffold_60 307668 307672 - JGI_V11_324191 299717 308375 - 72.5209694024367 scaffold_18_537600_538757_+
9311 scaffold_60 308084 308105 - JGI_V11_324191 299717 308375 - 11.5874243345649 scaffold_18_538279_539924_-
9314 scaffold_60 437680 437703 - JGI_V11_307186 435178 438093 - 1531.25962197105 scaffold_18_555235_557486_+
9316 scaffold_60 513370 513450 - JGI_V11_307190 509790 513821 - 113.201101268847 scaffold_18_566867_568770_-
9320 scaffold_60 547605 547645 - JGI_V11_307221 544493 548015 - 88.23311668423 scaffold_18_580936_584105_-
9321 scaffold_60 551611 551669 - JGI_V11_251748 548450 552788 - 547.225045185688 scaffold_18_585746_586877_+
9322 scaffold_60 566652 566663 - JGI_V11_299576 561638 566947 - 416.002984465168 scaffold_18_587005_588433_-
9325 scaffold_60 572413 572574 - JGI_V11_226650 569730 572921 - 1591.89892374049 scaffold_18_591222_593050_+
9326 scaffold_60 580316 580337 - JGI_V11_15195 579582 580988 - 11.2813946493105 scaffold_18_592674_594550_+
9327 scaffold_60 580662 580721 - JGI_V11_15195 579582 580988 - 162.812867682259 scaffold_18_593959_595820_+
9328 scaffold_60 587180 587199 - JGI_V11_307195 586097 587598 - 24.3123340822835 scaffold_18_595763_599961_+
9329 scaffold_60 590560 590675 - JGI_V11_226653 588532 591032 - 455.62300230674 scaffold_18_599514_602767_-
9330 scaffold_60 595060 595088 - JGI_V11_199888 593356 595266 - 80.245661468241 scaffold_18_602633_606685_-
9331 scaffold_60 599970 600030 - JGI_V11_251767 598034 600258 - 367.999218250681 scaffold_18_608589_610450_-
9332 scaffold_60 678163 678199 - JGI_V11_251789 676854 679568 - 26.4287416418684 scaffold_18_613904_615553_+
9333 scaffold_60 694367 694390 - JGI_V11_307233 691564 694875 - 47.2165968820829 scaffold_18_619146_621276_-
9335 scaffold_60 698984 698989 - JGI_V11_56978 696948 699124 - 5.11579879832579 scaffold_18_625348_626482_+
9336 scaffold_60 714400 714433 - JGI_V11_251804 711367 714534 - 141.567931356921 scaffold_18_629741_631339_+
9338 scaffold_61 22701 22730 + JGI_V11_251827 22594 24444 + 107.235074373315 scaffold_18_633601_635952_+
9339 scaffold_61 53896 53900 + JGI_V11_307270 53549 55366 + 42.6279066206995 scaffold_18_635328_640863_-
9340 scaffold_61 55596 55607 + JGI_V11_307239 55198 57187 + 665.249080530982 scaffold_18_647341_649501_+
9341 scaffold_61 57793 57829 + JGI_V11_307240 57404 59425 + 217.000068590203 scaffold_18_650613_652829_+
9342 scaffold_61 66895 66905 + JGI_V11_307241 66496 68365 + 920.035041892182 scaffold_18_652372_654827_+
9343 scaffold_61 69516 69517 + JGI_V11_251839 69222 70864 + 10.9418809253593 scaffold_18_654276_656595_+
9345 scaffold_61 135668 135686 + JGI_V11_307273 135434 139854 + 93.8413596090019 scaffold_18_669545_671351_+
9346 scaffold_61 135797 135799 + JGI_V11_307273 135434 139854 + 6.49966923293437 scaffold_18_670682_671735_+
9347 scaffold_61 144806 144819 + JGI_V11_307274 144412 148297 + 2208.38878694965 scaffold_18_671202_672376_+
9349 scaffold_61 178450 178455 + JGI_V11_251857 173188 184591 + 62.3545998978996 scaffold_18_680105_681229_+
9350 scaffold_61 194490 194529 + JGI_V11_324310 194253 195639 + 26.395429689935 scaffold_18_680782_682378_-
9351 scaffold_61 222448 222509 + JGI_V11_307275 222359 225716 + 661.336529112899 scaffold_18_682046_683383_+
9352 scaffold_61 233365 233480 + JGI_V11_231281 232985 234589 + 4202.55368124513 scaffold_18_682798_685445_-
9353 scaffold_61 235208 235230 + JGI_V11_226689 234671 236742 + 74.7246828469606 scaffold_18_685405_691788_+
9356 scaffold_61 252002 252011 + JGI_V11_307278 251085 254471 + 43.7888873172152 scaffold_18_701202_705012_+
9357 scaffold_61 268444 268476 + JGI_V11_231290 268002 269474 + 342.722399773835 scaffold_18_704922_706124_-
9358 scaffold_61 297563 297564 + JGI_V11_251885 297163 311462 + 8.25029907334141 scaffold_18_707220_708758_+
9359 scaffold_61 297953 297983 + JGI_V11_251885 297163 311462 + 229.158784373723 scaffold_18_710146_712101_+
9361 scaffold_61 402124 402153 + JGI_V11_251906 400740 402200 + 55.1169344893666 scaffold_18_722839_725211_+
9361.1 scaffold_61 402124 402153 + JGI_V11_324348 401943 403394 + 55.1169344893666 scaffold_18_722839_725211_+
9362 scaffold_61 403449 403559 + JGI_V11_307294 403027 404803 + 382.260647870054 scaffold_18_724424_726289_-
9363 scaffold_61 445652 445658 + JGI_V11_231296 445252 447771 + 101.168926799239 scaffold_18_726274_730127_-
9364 scaffold_61 447888 447895 + JGI_V11_324356 447492 452196 + 104.587689233468 scaffold_18_730247_731746_-
9365 scaffold_61 451917 451940 + JGI_V11_324356 447492 452196 + 333.379757077272 scaffold_18_731221_734830_+
9366 scaffold_61 456502 456523 + JGI_V11_226727 456121 459328 + 23.9344954805595 scaffold_18_735813_739966_+
9367 scaffold_61 459315 459326 + JGI_V11_226727 456121 459328 + 44.5872890235529 scaffold_18_739516_743751_-
9367.1 scaffold_61 459315 459326 + JGI_V11_231300 458915 460744 + 44.5872890235529 scaffold_18_739516_743751_-
9368 scaffold_61 464996 465001 + JGI_V11_226732 464598 467382 + 184.918692909123 scaffold_18_743916_746284_+
9369 scaffold_61 473847 473849 + JGI_V11_108908 473500 475338 + 19.1641652619744 scaffold_18_747300_748825_+
9372 scaffold_61 494309 494385 + JGI_V11_199969 493946 496987 + 675.460924475185 scaffold_18_753766_755437_+
9373 scaffold_61 501645 501656 + JGI_V11_324371 501243 507329 + 1541.68462127169 scaffold_18_755730_758238_+
9374 scaffold_61 505373 505374 + JGI_V11_324371 501243 507329 + 50.414693162952 scaffold_18_757826_760763_+
9375 scaffold_61 507489 507498 + JGI_V11_226743 507091 510769 + 333.533101614589 scaffold_18_762908_764166_+
9376 scaffold_61 510790 510791 + JGI_V11_199988 510390 513715 + 11.4767611462883 scaffold_18_763429_764817_-
9377 scaffold_61 513640 513654 + JGI_V11_199988 510390 513715 + 85.8269574312851 scaffold_18_764611_767721_+
9377.1 scaffold_61 513640 513654 + JGI_V11_324374 513455 516210 + 85.8269574312851 scaffold_18_764611_767721_+
9378 scaffold_61 519271 519324 + JGI_V11_57163 518982 523953 + 207.670602316276 scaffold_18_767510_768748_+
